Filename,Latitude,Longitude,LSTM Prediction,ElasticNet Prediction
2024-12-07T03-27-35.563951Z_210_vnaData.s1p,-28.862509,122.527131,82.50312,59.781724318403995
2024-12-07T03-27-47.086031Z_210_vnaData.s1p,-28.862437,122.527214,61.671776,60.92299885907264
2024-12-07T03-28-10.521633Z_210_vnaData.s1p,-28.862297,122.527336,69.171455,67.69140065884748
2024-12-07T03-28-21.976179Z_210_vnaData.s1p,-28.862241,122.527391,82.15804,60.704768665932654
2024-12-07T03-28-44.941298Z_210_vnaData.s1p,-28.862235,122.527399,100.16017,91.3655668084016
2024-12-07T03-28-56.449493Z_210_vnaData.s1p,-28.862235,122.527399,99.429634,123.83279572283587
2024-12-07T03-29-07.872036Z_210_vnaData.s1p,-28.862232,122.527393,82.54607,109.98747939575
2024-12-07T03-29-30.734532Z_210_vnaData.s1p,-28.862119,122.527484,73.7714,83.84008989243166
2024-12-07T03-29-42.144416Z_210_vnaData.s1p,-28.862107,122.527483,38.08529,31.492881570329843
2024-12-07T03-30-05.679976Z_210_vnaData.s1p,-28.862104,122.527485,36.127117,19.2926681933893
2024-12-07T03-30-17.112840Z_210_vnaData.s1p,-28.862138,122.527454,28.594034,26.930967622879553
2024-12-07T03-30-40.037490Z_210_vnaData.s1p,-28.862276,122.527352,36.628567,31.02993712390648
2024-12-07T03-31-02.933101Z_210_vnaData.s1p,-28.862405,122.527241,38.599926,36.89574790692995
2024-12-07T03-31-25.935844Z_210_vnaData.s1p,-28.862524,122.527131,51.710087,63.933838905020686
2024-12-07T03-31-37.339523Z_210_vnaData.s1p,-28.862618,122.527086,53.613033,46.23475276653561
2024-12-07T03-31-48.735505Z_210_vnaData.s1p,-28.86271,122.527009,49.15506,3.453388514967088
2024-12-07T03-32-00.242326Z_210_vnaData.s1p,-28.862809,122.52694,23.843042,9.034861605287382
2024-12-07T03-32-23.010933Z_210_vnaData.s1p,-28.863045,122.526806,59.83041,75.63607014305197
2024-12-07T03-32-46.045752Z_210_vnaData.s1p,-28.863286,122.526611,60.310265,37.69606481981573
2024-12-07T03-32-57.420649Z_210_vnaData.s1p,-28.863298,122.526596,53.95325,35.42506817616863
2024-12-07T03-33-08.927141Z_210_vnaData.s1p,-28.863299,122.526601,81.55462,60.45157350770551
2024-12-07T03-33-20.283447Z_210_vnaData.s1p,-28.863297,122.526601,73.90603,64.83481780708448
2024-12-07T03-33-43.307927Z_210_vnaData.s1p,-28.863297,122.526601,44.68079,60.47006491518064
2024-12-07T03-34-06.189857Z_210_vnaData.s1p,-28.863205,122.526542,58.73813,69.35461925974717
2024-12-07T03-34-17.630421Z_210_vnaData.s1p,-28.863256,122.526507,55.218105,34.84191224067658
2024-12-07T03-34-29.659745Z_210_vnaData.s1p,-28.863231,122.526524,66.03928,38.313345128102064
2024-12-07T03-34-41.187869Z_210_vnaData.s1p,-28.863112,122.526609,104.52744,105.13298237187966
2024-12-07T03-35-04.073303Z_210_vnaData.s1p,-28.862857,122.526784,74.9371,94.97014205916415
2024-12-07T03-35-15.567537Z_210_vnaData.s1p,-28.862731,122.526885,53.780838,49.7562970492529
2024-12-07T03-35-27.016013Z_210_vnaData.s1p,-28.862634,122.526953,64.938034,74.99010809780481
2024-12-07T03-35-38.412048Z_210_vnaData.s1p,-28.862519,122.52704,76.38008,63.975220962654305
2024-12-07T03-36-02.052817Z_210_vnaData.s1p,-28.862294,122.527206,51.186924,65.35974433352725
2024-12-07T03-36-13.396828Z_210_vnaData.s1p,-28.862191,122.527285,92.84466,60.239293710051356
2024-12-07T03-36-36.356902Z_210_vnaData.s1p,-28.862073,122.527398,75.3966,68.63133391288417
2024-12-07T03-36-48.414281Z_210_vnaData.s1p,-28.862072,122.527424,78.1019,59.39272409154745
2024-12-07T03-36-59.860780Z_210_vnaData.s1p,-28.862073,122.527402,19.387524,11.453998011628187
2024-12-07T03-37-11.323319Z_210_vnaData.s1p,-28.862085,122.527313,21.210028,54.2938505317438
2024-12-07T03-37-34.192394Z_210_vnaData.s1p,-28.862125,122.52709,26.463598,41.40521482281952
2024-12-07T03-37-45.607213Z_210_vnaData.s1p,-28.862155,122.526961,5.625114,18.752390395416985
2024-12-07T03-37-57.138740Z_210_vnaData.s1p,-28.862185,122.526853,51.2017,89.59632749120959
2024-12-07T03-38-08.553642Z_210_vnaData.s1p,-28.862217,122.526728,30.913734,32.7083153036297
2024-12-07T03-38-31.431497Z_210_vnaData.s1p,-28.862278,122.526451,21.117071,30.05336246098722
2024-12-07T03-38-54.442676Z_210_vnaData.s1p,-28.862355,122.526155,24.855757,-7.626453802386479
2024-12-07T03-39-06.543073Z_210_vnaData.s1p,-28.862393,122.526003,54.810116,35.199446747629096
2024-12-07T03-39-17.943384Z_210_vnaData.s1p,-28.862427,122.525864,49.358753,52.20908492456287
2024-12-07T03-39-29.411141Z_210_vnaData.s1p,-28.862431,122.525854,29.427372,45.39535041213758
2024-12-07T03-39-52.262773Z_210_vnaData.s1p,-28.862431,122.525852,26.317112,49.10640696268677
2024-12-07T03-40-03.801480Z_210_vnaData.s1p,-28.862438,122.525854,30.584183,59.918428584842
2024-12-07T03-40-27.261852Z_210_vnaData.s1p,-28.862439,122.525854,27.408026,23.024377494673672
2024-12-07T03-40-38.770424Z_210_vnaData.s1p,-28.862439,122.525854,25.977106,28.58995910821534
2024-12-07T03-41-01.702473Z_210_vnaData.s1p,-28.862445,122.52586,24.478777,17.134688794465166
2024-12-07T03-41-25.180611Z_210_vnaData.s1p,-28.862439,122.525854,42.802464,71.53106584870608
2024-12-07T03-41-36.737064Z_210_vnaData.s1p,-28.862439,122.525854,36.35173,60.153364567035986
2024-12-07T03-41-59.587756Z_210_vnaData.s1p,-28.862438,122.525853,30.204708,59.27207990500499
2024-12-07T03-42-22.544825Z_210_vnaData.s1p,-28.862438,122.525854,40.111317,71.6772136864658
2024-12-07T03-42-45.544906Z_210_vnaData.s1p,-28.862438,122.525859,34.904083,66.23615152012754
2024-12-07T03-42-56.956856Z_210_vnaData.s1p,-28.862438,122.525859,29.32732,61.66946394906829
2024-12-07T03-43-08.331519Z_210_vnaData.s1p,-28.862438,122.525859,27.073494,62.227187736360875
2024-12-07T03-43-19.814385Z_210_vnaData.s1p,-28.862441,122.525864,40.896385,78.08841932451665
2024-12-07T03-43-42.767751Z_210_vnaData.s1p,-28.862441,122.525864,34.90263,73.11714057549628
2024-12-07T03-44-05.632527Z_210_vnaData.s1p,-28.862429,122.525855,39.74052,77.87139074658543
2024-12-07T03-44-17.938005Z_210_vnaData.s1p,-28.86243,122.525855,43.072796,64.553409448204
2024-12-07T03-44-29.383136Z_210_vnaData.s1p,-28.86243,122.525855,34.8131,71.08462613263173
2024-12-07T03-44-40.937697Z_210_vnaData.s1p,-28.862432,122.52587,38.753895,67.82622543804834
2024-12-07T03-45-03.767987Z_210_vnaData.s1p,-28.862426,122.52587,32.286427,69.06936035762077
2024-12-07T03-45-26.788247Z_210_vnaData.s1p,-28.862431,122.525868,39.381607,69.14397089942341
2024-12-07T03-45-38.150827Z_210_vnaData.s1p,-28.862437,122.52586,33.069065,77.8454002789261
2024-12-07T03-45-49.637011Z_210_vnaData.s1p,-28.862434,122.525856,29.746525,57.12376503209678
2024-12-07T03-46-12.598923Z_210_vnaData.s1p,-28.862432,122.525855,37.604443,77.06359160334955
2024-12-07T03-46-24.020128Z_210_vnaData.s1p,-28.862439,122.525838,68.055756,44.48747232672824
2024-12-07T03-46-46.978774Z_210_vnaData.s1p,-28.862525,122.525533,76.33497,78.43428512194193
2024-12-07T03-46-58.381234Z_210_vnaData.s1p,-28.862558,122.525411,65.010445,68.09892095864234
