Filename,Latitude,Longitude,LSTM Prediction,ElasticNet Prediction
2024-12-08T00-34-18.716415Z_210_vnaData.s1p,-28.862127,122.526311,32.331726,50.04740663011008
2024-12-08T00-34-30.116593Z_210_vnaData.s1p,-28.862128,122.52631,37.842937,49.18384577825205
2024-12-08T00-34-41.652322Z_210_vnaData.s1p,-28.862128,122.52631,32.87567,54.87882419331996
2024-12-08T00-35-04.553312Z_210_vnaData.s1p,-28.862123,122.526313,39.885002,53.76182396314416
2024-12-08T00-35-16.670420Z_210_vnaData.s1p,-28.862133,122.526311,50.746254,73.93543478986562
2024-12-08T00-35-28.213801Z_210_vnaData.s1p,-28.862135,122.526315,57.32747,50.20612221749179
2024-12-08T00-35-39.575105Z_210_vnaData.s1p,-28.862135,122.526315,54.61388,48.95763346287299
2024-12-08T00-36-02.562337Z_210_vnaData.s1p,-28.862135,122.526315,52.9595,49.348403626865874
2024-12-08T00-36-25.520898Z_210_vnaData.s1p,-28.862135,122.526315,55.336624,53.72709627915869
2024-12-08T00-36-36.952550Z_210_vnaData.s1p,-28.862142,122.526323,53.62117,53.32574482755081
2024-12-08T00-36-48.502587Z_210_vnaData.s1p,-28.862141,122.526307,56.482723,54.476426983256
2024-12-08T00-37-11.277334Z_210_vnaData.s1p,-28.862153,122.526265,32.133774,15.238294323715373
2024-12-08T00-37-22.873080Z_210_vnaData.s1p,-28.862191,122.526136,23.681128,13.92959318010044
2024-12-08T00-37-46.494761Z_210_vnaData.s1p,-28.86222,122.525985,18.38573,27.135006170460677
2024-12-08T00-37-57.890817Z_210_vnaData.s1p,-28.862219,122.52598,34.15764,28.328565528482656
2024-12-08T00-38-09.296808Z_210_vnaData.s1p,-28.862223,122.525984,32.7314,54.861138785890674
2024-12-08T00-38-20.816044Z_210_vnaData.s1p,-28.862222,122.525979,43.459282,49.64879953268692
2024-12-08T00-38-43.662268Z_210_vnaData.s1p,-28.862224,122.52598,42.516174,51.694336041573294
2024-12-08T00-39-06.534457Z_210_vnaData.s1p,-28.862224,122.52598,31.275896,33.39249922283143
2024-12-08T00-39-17.950935Z_210_vnaData.s1p,-28.862226,122.525978,23.860508,35.32966325935827
2024-12-08T00-39-29.490323Z_210_vnaData.s1p,-28.862227,122.525975,24.51241,36.346811501576404
2024-12-08T00-39-52.331661Z_210_vnaData.s1p,-28.862225,122.525978,30.895624,38.45480713593895
2024-12-08T00-40-03.818101Z_210_vnaData.s1p,-28.862221,122.525987,34.507507,30.94652161928428
2024-12-08T00-40-26.748238Z_210_vnaData.s1p,-28.86222,122.525988,32.64146,42.55910573066447
2024-12-08T00-40-38.159394Z_210_vnaData.s1p,-28.862218,122.52599,37.66536,54.1102459502362
2024-12-08T00-40-49.644806Z_210_vnaData.s1p,-28.862215,122.525988,31.465075,42.82953146776401
2024-12-08T00-41-13.193975Z_210_vnaData.s1p,-28.862235,122.525893,43.783,45.81722977475735
2024-12-08T00-41-24.738706Z_210_vnaData.s1p,-28.862255,122.525776,18.01191,49.26445268212276
2024-12-08T00-41-47.637308Z_210_vnaData.s1p,-28.862262,122.525542,39.28485,117.10354690205747
2024-12-08T00-41-59.658456Z_210_vnaData.s1p,-28.862256,122.52555,28.05124,91.31606850763433
2024-12-08T00-42-11.154734Z_210_vnaData.s1p,-28.86224,122.525566,32.147385,83.92370876887058
2024-12-08T00-42-22.618429Z_210_vnaData.s1p,-28.862243,122.525573,25.442413,87.34676858378975
2024-12-08T00-42-45.490087Z_210_vnaData.s1p,-28.862244,122.525574,33.954533,104.54776657532457
2024-12-08T00-42-57.466439Z_210_vnaData.s1p,-28.862244,122.525574,21.485617,85.36076961060836
2024-12-08T00-43-08.904905Z_210_vnaData.s1p,-28.862245,122.525564,27.916191,100.35430840188079
2024-12-08T00-43-31.810046Z_210_vnaData.s1p,-28.86225,122.525569,36.25494,117.39359172429386
2024-12-08T00-43-54.698833Z_210_vnaData.s1p,-28.862249,122.525562,36.37841,106.28427973304106
2024-12-08T00-44-06.174313Z_210_vnaData.s1p,-28.862252,122.525553,49.004562,109.74111820478097
2024-12-08T00-44-18.266401Z_210_vnaData.s1p,-28.862256,122.525556,19.353657,64.98582140394235
2024-12-08T00-44-29.647585Z_210_vnaData.s1p,-28.862254,122.525558,23.654335,95.79006861766786
2024-12-08T00-44-52.629584Z_210_vnaData.s1p,-28.862267,122.525393,49.04652,56.05093866696062
2024-12-08T00-45-04.031101Z_210_vnaData.s1p,-28.862216,122.525365,24.61101,55.63771670903323
2024-12-08T00-45-26.961115Z_210_vnaData.s1p,-28.862191,122.525368,33.885605,45.40236673905387
2024-12-08T00-45-39.031652Z_210_vnaData.s1p,-28.862185,122.525363,19.974495,41.341184878270575
2024-12-08T00-45-50.500638Z_210_vnaData.s1p,-28.862197,122.525359,31.449924,35.40861607392669
2024-12-08T00-46-01.943684Z_210_vnaData.s1p,-28.862195,122.525348,26.488142,28.303904491010197
2024-12-08T00-46-25.436937Z_210_vnaData.s1p,-28.862186,122.52535,15.984672,8.483829062189656
2024-12-08T00-46-48.295566Z_210_vnaData.s1p,-28.862186,122.525351,19.681786,25.974622866832483
2024-12-08T00-46-59.671937Z_210_vnaData.s1p,-28.862177,122.525362,33.474552,20.345569918018697
2024-12-08T00-47-11.149886Z_210_vnaData.s1p,-28.862178,122.525364,41.100483,15.753166927242134
2024-12-08T00-47-34.114025Z_210_vnaData.s1p,-28.862185,122.525361,14.9840555,10.526443701210397
2024-12-08T00-47-57.069578Z_210_vnaData.s1p,-28.86218,122.525352,14.772474,13.08853158979511
2024-12-08T00-48-08.475549Z_210_vnaData.s1p,-28.862178,122.525355,30.904293,26.883596439093676
2024-12-08T00-48-19.968597Z_210_vnaData.s1p,-28.862179,122.525354,42.693783,38.35879625084644
2024-12-08T00-48-42.942895Z_210_vnaData.s1p,-28.862178,122.525357,32.576805,29.601667485022833
2024-12-08T00-49-05.920402Z_210_vnaData.s1p,-28.862182,122.52534,59.59837,31.97931872525663
2024-12-08T00-49-17.251898Z_210_vnaData.s1p,-28.862177,122.525347,47.183796,6.729939918725542
2024-12-08T00-49-28.681680Z_210_vnaData.s1p,-28.862182,122.52535,44.18953,29.54396066499265
2024-12-08T00-49-40.180752Z_210_vnaData.s1p,-28.862184,122.525346,36.28452,30.445085507962705
2024-12-08T00-50-03.145617Z_210_vnaData.s1p,-28.862178,122.525436,35.142117,19.490377841183737
2024-12-08T00-50-25.985463Z_210_vnaData.s1p,-28.862176,122.525594,32.727715,57.44468696382517
2024-12-08T00-50-37.497237Z_210_vnaData.s1p,-28.862189,122.525678,32.897156,43.919032784848234
2024-12-08T00-50-48.851601Z_210_vnaData.s1p,-28.862195,122.525776,28.967426,50.283879771453186
2024-12-08T00-51-00.350954Z_210_vnaData.s1p,-28.862202,122.525896,31.768385,75.06544088936866
2024-12-08T00-51-23.801088Z_210_vnaData.s1p,-28.862193,122.525925,42.07537,30.957846985221202
2024-12-08T00-51-35.226509Z_210_vnaData.s1p,-28.862179,122.525742,41.49865,50.67236188463268
2024-12-08T00-51-46.802276Z_210_vnaData.s1p,-28.862181,122.52567,13.983333,18.883642075280367
2024-12-08T00-51-58.095874Z_210_vnaData.s1p,-28.862186,122.525675,24.718006,19.96953359992717
2024-12-08T00-52-20.995873Z_210_vnaData.s1p,-28.862192,122.525689,39.89555,32.557262247947605
2024-12-08T00-52-32.474004Z_210_vnaData.s1p,-28.862191,122.525689,27.630623,30.605883980642513
2024-12-08T00-52-55.914626Z_210_vnaData.s1p,-28.862191,122.525689,36.128098,36.311190717941216
2024-12-08T00-53-07.338580Z_210_vnaData.s1p,-28.862198,122.525693,46.58501,43.680083626799
2024-12-08T00-53-30.273933Z_210_vnaData.s1p,-28.8622,122.525676,44.238445,37.326069415307074
2024-12-08T00-53-53.742291Z_210_vnaData.s1p,-28.862197,122.525675,37.728012,27.935587416645728
2024-12-08T00-54-05.242347Z_210_vnaData.s1p,-28.862202,122.525671,49.051693,45.3043301687323
2024-12-08T00-54-28.140764Z_210_vnaData.s1p,-28.862208,122.525661,42.020508,42.57693344110707
2024-12-08T00-54-40.163294Z_210_vnaData.s1p,-28.862207,122.525671,45.477833,43.94809161730829
2024-12-08T00-55-03.119080Z_210_vnaData.s1p,-28.862202,122.525681,42.857964,35.377469549630625
2024-12-08T00-55-14.459151Z_210_vnaData.s1p,-28.862201,122.525678,29.30219,12.528304048990513
2024-12-08T00-55-37.348959Z_210_vnaData.s1p,-28.862185,122.525395,9.671113,9.606447523982233
2024-12-08T00-55-48.860568Z_210_vnaData.s1p,-28.862157,122.525383,33.715538,44.092225157694756
2024-12-08T00-56-00.240986Z_210_vnaData.s1p,-28.862093,122.525392,42.261147,43.36258133714882
2024-12-08T00-56-23.141957Z_210_vnaData.s1p,-28.862092,122.52538,4.8467402,12.364258843744743
2024-12-08T00-56-34.660726Z_210_vnaData.s1p,-28.862097,122.525468,34.76375,52.1043366226739
2024-12-08T00-56-57.503249Z_210_vnaData.s1p,-28.862104,122.525743,43.31491,49.53025190977466
2024-12-08T00-57-08.993810Z_210_vnaData.s1p,-28.862113,122.525738,34.718807,25.299202961636556
2024-12-08T00-57-20.394559Z_210_vnaData.s1p,-28.86212,122.525735,24.52053,0.7148525717186871
2024-12-08T00-57-43.250133Z_210_vnaData.s1p,-28.862126,122.525738,44.484932,64.35630504401244
2024-12-08T00-57-54.636736Z_210_vnaData.s1p,-28.862124,122.525736,29.562757,36.002423534721565
2024-12-08T00-58-17.563439Z_210_vnaData.s1p,-28.862123,122.525743,42.096935,51.21850123990949
2024-12-08T00-58-28.973940Z_210_vnaData.s1p,-28.862121,122.525742,36.666996,57.70433070067618
2024-12-08T00-58-40.368208Z_210_vnaData.s1p,-28.862117,122.525741,42.654358,51.955487046155994
2024-12-08T00-59-03.882097Z_210_vnaData.s1p,-28.862122,122.52575,53.08879,49.79433807524002
2024-12-08T00-59-15.300488Z_210_vnaData.s1p,-28.862122,122.525747,39.85226,39.33015615325089
2024-12-08T00-59-26.842200Z_210_vnaData.s1p,-28.862118,122.525748,30.775747,36.145412998941495
2024-12-08T00-59-38.246629Z_210_vnaData.s1p,-28.862111,122.525748,32.53454,32.359434920512065
2024-12-08T00-59-49.739515Z_210_vnaData.s1p,-28.862112,122.525835,45.27876,54.89452996271322
2024-12-08T01-00-12.625887Z_210_vnaData.s1p,-28.862115,122.526094,28.231428,32.06413184204157
2024-12-08T01-00-35.545910Z_210_vnaData.s1p,-28.862121,122.526309,24.44398,8.96590285938629
2024-12-08T01-00-46.990440Z_210_vnaData.s1p,-28.862118,122.526307,20.314144,16.52193450766146
2024-12-08T01-00-58.416183Z_210_vnaData.s1p,-28.86212,122.526307,9.856849,-11.384653688850072
2024-12-08T01-01-09.820747Z_210_vnaData.s1p,-28.862119,122.526307,12.108014,-26.301528919644035
2024-12-08T01-01-32.616844Z_210_vnaData.s1p,-28.862118,122.526307,26.644096,8.510631636037722
2024-12-08T01-01-55.633079Z_210_vnaData.s1p,-28.86212,122.526315,25.64546,24.507451800407235
2024-12-08T01-02-07.063251Z_210_vnaData.s1p,-28.86212,122.526315,10.968672,-3.135963136637912
2024-12-08T01-02-18.525191Z_210_vnaData.s1p,-28.86212,122.526315,6.3480945,-5.688575657545989
2024-12-08T01-02-41.300077Z_210_vnaData.s1p,-28.86212,122.526315,0.29685232,0.49450805346300086
2024-12-08T01-02-52.827481Z_210_vnaData.s1p,-28.86212,122.526315,11.0234995,-5.274391732935314
2024-12-08T01-03-15.652922Z_210_vnaData.s1p,-28.86212,122.526315,16.499525,14.065325040239635
2024-12-08T01-03-27.095466Z_210_vnaData.s1p,-28.862114,122.526318,14.741537,8.537628103159278
2024-12-08T01-03-38.516444Z_210_vnaData.s1p,-28.862111,122.52632,29.727207,22.936248645193817
2024-12-08T01-03-49.999255Z_210_vnaData.s1p,-28.862111,122.526321,7.840461,-11.245456657481753
2024-12-08T01-04-12.914733Z_210_vnaData.s1p,-28.862112,122.526312,11.547837,-8.105427428361722
2024-12-08T01-04-36.437598Z_210_vnaData.s1p,-28.862103,122.526158,60.549446,35.41883737174772
2024-12-08T01-04-47.870996Z_210_vnaData.s1p,-28.862099,122.526006,30.697716,-23.041742180844032
2024-12-08T01-05-10.763910Z_210_vnaData.s1p,-28.862085,122.525684,89.66133,73.56116097944584
2024-12-08T01-05-33.618460Z_210_vnaData.s1p,-28.862082,122.525399,23.420317,-24.316533120535304
2024-12-08T01-05-45.045366Z_210_vnaData.s1p,-28.86208,122.525377,31.310463,0.1595666960984019
2024-12-08T01-06-07.884229Z_210_vnaData.s1p,-28.862008,122.525361,83.08144,38.080893974836215
2024-12-08T01-06-19.403358Z_210_vnaData.s1p,-28.861996,122.525421,61.98202,19.315034196931563
2024-12-08T01-06-30.817443Z_210_vnaData.s1p,-28.861998,122.525415,39.442665,15.835772764737115
2024-12-08T01-06-53.650255Z_210_vnaData.s1p,-28.862014,122.525689,47.575596,52.89085950236579
2024-12-08T01-07-05.161546Z_210_vnaData.s1p,-28.862015,122.525784,41.61241,18.69573052221481
2024-12-08T01-07-28.009240Z_210_vnaData.s1p,-28.862006,122.525781,46.369087,29.1784615540723
2024-12-08T01-07-39.415711Z_210_vnaData.s1p,-28.862006,122.525781,42.74357,24.19295931581809
2024-12-08T01-07-50.919256Z_210_vnaData.s1p,-28.862006,122.525781,43.07592,18.37798622242235
2024-12-08T01-08-13.830723Z_210_vnaData.s1p,-28.862006,122.525781,35.80989,40.87545100340657
2024-12-08T01-08-25.204671Z_210_vnaData.s1p,-28.862004,122.525788,32.955185,11.448748459325458
2024-12-08T01-08-48.161368Z_210_vnaData.s1p,-28.862003,122.525789,24.223515,13.79865222244068
2024-12-08T01-08-59.492938Z_210_vnaData.s1p,-28.862007,122.525791,34.803505,9.677636844132714
2024-12-08T01-09-10.965096Z_210_vnaData.s1p,-28.862008,122.525796,31.791462,30.414253431258672
2024-12-08T01-09-33.868471Z_210_vnaData.s1p,-28.862008,122.525801,34.248146,11.073014707756414
2024-12-08T01-09-45.222122Z_210_vnaData.s1p,-28.862008,122.525793,33.997086,10.616033931403692
2024-12-08T01-10-08.172439Z_210_vnaData.s1p,-28.862008,122.52579,41.88176,32.3167167269177
2024-12-08T01-10-19.581085Z_210_vnaData.s1p,-28.862011,122.525911,42.55256,6.828449265796024
2024-12-08T01-10-31.006944Z_210_vnaData.s1p,-28.862017,122.526072,36.50865,-36.810675554590624
2024-12-08T01-10-53.895189Z_210_vnaData.s1p,-28.862043,122.526286,15.519762,14.714250618604389
2024-12-08T01-11-05.300140Z_210_vnaData.s1p,-28.86204,122.52629,32.852154,19.698720045377343
2024-12-08T01-11-28.218952Z_210_vnaData.s1p,-28.86204,122.526292,13.970043,-12.250879407427362
2024-12-08T01-11-39.620698Z_210_vnaData.s1p,-28.86204,122.526292,29.973274,-5.977139835609194
2024-12-08T01-11-51.659161Z_210_vnaData.s1p,-28.86204,122.526292,19.757908,-9.13684033325233
2024-12-08T01-12-03.196380Z_210_vnaData.s1p,-28.862043,122.526295,54.939323,28.203669306768013
2024-12-08T01-12-26.035443Z_210_vnaData.s1p,-28.862037,122.52631,62.073685,25.125336997015363
2024-12-08T01-12-37.449197Z_210_vnaData.s1p,-28.86203,122.526312,31.212418,33.29429268327673
2024-12-08T01-12-48.931074Z_210_vnaData.s1p,-28.862019,122.526298,18.525335,9.649122337804258
2024-12-08T01-13-00.314121Z_210_vnaData.s1p,-28.86202,122.526299,69.4639,77.98341475125521
2024-12-08T01-13-23.814190Z_210_vnaData.s1p,-28.862021,122.526297,13.394105,10.33516189274497
2024-12-08T01-13-35.293296Z_210_vnaData.s1p,-28.862022,122.526299,26.79801,26.842043725736307
2024-12-08T01-13-58.154329Z_210_vnaData.s1p,-28.862034,122.52643,74.926735,40.19176940423412
2024-12-08T01-14-09.547219Z_210_vnaData.s1p,-28.86204,122.52658,63.602898,54.548370502175025
2024-12-08T01-14-21.094280Z_210_vnaData.s1p,-28.862037,122.526546,38.44596,9.127593082219313
2024-12-08T01-14-43.931027Z_210_vnaData.s1p,-28.862028,122.526238,67.156334,5.760123357962307
2024-12-08T01-14-55.449114Z_210_vnaData.s1p,-28.862015,122.52608,46.07288,12.749603580255453
2024-12-08T01-15-18.235086Z_210_vnaData.s1p,-28.86201,122.52577,41.368256,24.43160815141997
2024-12-08T01-15-29.739753Z_210_vnaData.s1p,-28.861999,122.525612,30.876328,16.19159189738408
2024-12-08T01-15-41.120130Z_210_vnaData.s1p,-28.861991,122.525432,58.85971,30.679531100257982
2024-12-08T01-15-52.691140Z_210_vnaData.s1p,-28.861989,122.525374,48.46581,6.7634291141110765
2024-12-08T01-16-16.208352Z_210_vnaData.s1p,-28.861887,122.525387,49.09214,26.077956830171953
2024-12-08T01-16-27.652422Z_210_vnaData.s1p,-28.861897,122.525429,40.627144,38.53897640246713
2024-12-08T01-16-39.065205Z_210_vnaData.s1p,-28.8619,122.525417,45.77383,24.844485196815686
2024-12-08T01-16-50.464142Z_210_vnaData.s1p,-28.861904,122.525524,42.999733,3.081222360204066
2024-12-08T01-17-13.371471Z_210_vnaData.s1p,-28.861917,122.525629,28.071224,-8.988608495408627
2024-12-08T01-17-36.971320Z_210_vnaData.s1p,-28.861912,122.525631,19.247585,-6.559918411980036
2024-12-08T01-17-48.427918Z_210_vnaData.s1p,-28.861913,122.525628,15.670512,-11.661446076078057
2024-12-08T01-18-11.889714Z_210_vnaData.s1p,-28.861913,122.525622,34.352615,11.067799008908594
2024-12-08T01-18-23.352682Z_210_vnaData.s1p,-28.861918,122.525622,60.34403,41.8806995320882
2024-12-08T01-18-46.271780Z_210_vnaData.s1p,-28.861923,122.525633,57.629818,30.31363161506887
2024-12-08T01-18-57.619357Z_210_vnaData.s1p,-28.861926,122.525638,28.890907,11.760122800020078
2024-12-08T01-19-09.148039Z_210_vnaData.s1p,-28.861926,122.525639,44.32254,43.10314119379236
2024-12-08T01-19-20.550607Z_210_vnaData.s1p,-28.861914,122.525641,46.316223,40.209236288062314
2024-12-08T01-19-43.440839Z_210_vnaData.s1p,-28.861915,122.525647,30.511608,-6.769674169767562
2024-12-08T01-20-06.374360Z_210_vnaData.s1p,-28.86191,122.525652,26.535912,6.939117900181607
2024-12-08T01-20-17.771332Z_210_vnaData.s1p,-28.86191,122.525652,40.491127,8.780898440641167
2024-12-08T01-20-29.224427Z_210_vnaData.s1p,-28.861911,122.525655,42.095646,27.298678615176282
2024-12-08T01-20-40.649843Z_210_vnaData.s1p,-28.861922,122.525731,45.179478,12.513866107059712
2024-12-08T01-21-03.617557Z_210_vnaData.s1p,-28.861924,122.525929,50.27194,14.598941491716282
2024-12-08T01-21-26.567590Z_210_vnaData.s1p,-28.861932,122.526156,67.25419,59.6320859551188
2024-12-08T01-21-49.397768Z_210_vnaData.s1p,-28.86192,122.526153,62.957554,54.56303954967433
2024-12-08T01-22-00.781806Z_210_vnaData.s1p,-28.861921,122.526153,49.306904,29.744194326014583
2024-12-08T01-22-12.261701Z_210_vnaData.s1p,-28.861921,122.526154,66.098114,43.7767119277644
2024-12-08T01-22-23.724996Z_210_vnaData.s1p,-28.861918,122.526151,37.630703,21.39440162208772
2024-12-08T01-22-46.621697Z_210_vnaData.s1p,-28.861922,122.526142,65.21963,47.612666027793225
2024-12-08T01-22-58.164804Z_210_vnaData.s1p,-28.861922,122.526142,69.06565,46.6061749148449
2024-12-08T01-23-09.468301Z_210_vnaData.s1p,-28.861922,122.526142,80.41872,80.95952826036668
2024-12-08T01-23-20.903216Z_210_vnaData.s1p,-28.861922,122.526142,82.12487,69.9812781289083
2024-12-08T01-23-43.800407Z_210_vnaData.s1p,-28.861916,122.526141,43.274742,32.06803014736662
2024-12-08T01-24-06.831338Z_210_vnaData.s1p,-28.861917,122.526148,13.966696,21.132263851382334
2024-12-08T01-24-30.323011Z_210_vnaData.s1p,-28.861949,122.526437,67.15251,34.22328246623567
2024-12-08T01-24-41.836187Z_210_vnaData.s1p,-28.861952,122.526576,62.786293,21.1420858569737
2024-12-08T01-25-05.307465Z_210_vnaData.s1p,-28.86196,122.52688,25.96733,1.5166747860521923
2024-12-08T01-25-16.730523Z_210_vnaData.s1p,-28.861976,122.526948,13.281489,9.936252707265979
2024-12-08T01-25-28.200532Z_210_vnaData.s1p,-28.861978,122.52694,38.011974,0.6748861394376675
2024-12-08T01-25-39.625496Z_210_vnaData.s1p,-28.86198,122.526936,13.50025,-9.361407895511014
2024-12-08T01-26-02.530865Z_210_vnaData.s1p,-28.861981,122.526935,18.522932,10.062967075886675
2024-12-08T01-26-14.678137Z_210_vnaData.s1p,-28.861981,122.526935,7.852604,19.84737623235021
2024-12-08T01-26-26.025283Z_210_vnaData.s1p,-28.861981,122.526935,14.670517,26.370558869358575
2024-12-08T01-26-48.875101Z_210_vnaData.s1p,-28.861977,122.526933,22.338799,29.140593636984136
2024-12-08T01-27-00.279584Z_210_vnaData.s1p,-28.861977,122.526938,3.0125165,0.6568328495243776
2024-12-08T01-27-12.414322Z_210_vnaData.s1p,-28.861977,122.526938,43.758007,-10.53410885247608
2024-12-08T01-27-23.801945Z_210_vnaData.s1p,-28.861976,122.526938,35.81075,-15.425165098391965
2024-12-08T01-27-46.765577Z_210_vnaData.s1p,-28.861985,122.526946,31.003399,-15.981165921852302
2024-12-08T01-27-58.097663Z_210_vnaData.s1p,-28.861985,122.526945,25.7958,15.574421003345726
2024-12-08T01-28-09.526732Z_210_vnaData.s1p,-28.861985,122.526945,49.653755,-8.941829047327758
2024-12-08T01-28-21.057464Z_210_vnaData.s1p,-28.861985,122.526946,30.21013,-28.330823502312064
2024-12-08T01-28-44.665256Z_210_vnaData.s1p,-28.86197,122.526958,4.8304768,9.583272847145395
2024-12-08T01-28-55.959001Z_210_vnaData.s1p,-28.861969,122.526891,50.899323,15.493878031532518
2024-12-08T01-29-18.860706Z_210_vnaData.s1p,-28.861948,122.526605,18.445642,-20.817532171163172
2024-12-08T01-29-30.366882Z_210_vnaData.s1p,-28.861935,122.526444,43.254707,-8.24355391028373
2024-12-08T01-29-41.772748Z_210_vnaData.s1p,-28.861921,122.526307,40.498337,21.065584757736914
2024-12-08T01-29-53.230511Z_210_vnaData.s1p,-28.861928,122.526321,14.320082,27.012447116405273
2024-12-08T01-30-16.712985Z_210_vnaData.s1p,-28.861911,122.526198,26.21185,9.619975906914682
2024-12-08T01-30-28.153676Z_210_vnaData.s1p,-28.861912,122.526025,58.428967,15.879760129139996
2024-12-08T01-30-39.597755Z_210_vnaData.s1p,-28.861909,122.525863,66.29752,-16.49094996106033
2024-12-08T01-30-50.988456Z_210_vnaData.s1p,-28.8619,122.525694,67.055984,31.286422845546436
2024-12-08T01-31-14.521112Z_210_vnaData.s1p,-28.861902,122.5254,20.277103,-8.517930798290301
2024-12-08T01-31-25.975899Z_210_vnaData.s1p,-28.861876,122.525403,62.964836,71.54324492212757
