measurment_date,actuator_extension,vna_filename,latitude,longitude,DNN
2024-12-07T05:37:44.856545Z,210,2024-12-07T05-37-44.856545Z_210_vnaData.s1p,-28.863147,122.526029,0
2024-12-07T05:37:56.357440Z,210,2024-12-07T05-37-56.357440Z_210_vnaData.s1p,-28.863146,122.526035,0
2024-12-07T05:38:19.903923Z,210,2024-12-07T05-38-19.903923Z_210_vnaData.s1p,-28.863095,122.526074,0
2024-12-07T05:38:31.363138Z,210,2024-12-07T05-38-31.363138Z_210_vnaData.s1p,-28.863082,122.526084,0
2024-12-07T05:38:42.934950Z,210,2024-12-07T05-38-42.934950Z_210_vnaData.s1p,-28.863012,122.526131,0
2024-12-07T05:38:54.364227Z,210,2024-12-07T05-38-54.364227Z_210_vnaData.s1p,-28.862877,122.526217,0
2024-12-07T05:39:17.174791Z,210,2024-12-07T05-39-17.174791Z_210_vnaData.s1p,-28.862633,122.526371,0
2024-12-07T05:39:40.117200Z,210,2024-12-07T05-39-40.117200Z_210_vnaData.s1p,-28.862393,122.52652,0
2024-12-07T05:39:51.585425Z,210,2024-12-07T05-39-51.585425Z_210_vnaData.s1p,-28.862271,122.52661,0
2024-12-07T05:40:03.017056Z,210,2024-12-07T05-40-03.017056Z_210_vnaData.s1p,-28.86231,122.526603,0
2024-12-07T05:40:14.524788Z,210,2024-12-07T05-40-14.524788Z_210_vnaData.s1p,-28.86243,122.52653,0
2024-12-07T05:40:37.431718Z,210,2024-12-07T05-40-37.431718Z_210_vnaData.s1p,-28.862668,122.526352,0
2024-12-07T05:41:01.089620Z,210,2024-12-07T05-41-01.089620Z_210_vnaData.s1p,-28.862897,122.526211,0
2024-12-07T05:41:12.582145Z,210,2024-12-07T05-41-12.582145Z_210_vnaData.s1p,-28.862889,122.526216,0
2024-12-07T05:41:23.989529Z,210,2024-12-07T05-41-23.989529Z_210_vnaData.s1p,-28.862885,122.526213,0
2024-12-07T05:41:35.413679Z,210,2024-12-07T05-41-35.413679Z_210_vnaData.s1p,-28.862884,122.52621,0
2024-12-07T05:41:58.952401Z,210,2024-12-07T05-41-58.952401Z_210_vnaData.s1p,-28.862886,122.526214,0
2024-12-07T05:42:10.398545Z,210,2024-12-07T05-42-10.398545Z_210_vnaData.s1p,-28.862889,122.526216,0
2024-12-07T05:42:33.322832Z,210,2024-12-07T05-42-33.322832Z_210_vnaData.s1p,-28.862889,122.526216,0
2024-12-07T05:42:45.372553Z,210,2024-12-07T05-42-45.372553Z_210_vnaData.s1p,-28.862889,122.526216,0
2024-12-07T05:42:56.888441Z,210,2024-12-07T05-42-56.888441Z_210_vnaData.s1p,-28.862889,122.526216,0
2024-12-07T05:43:08.343531Z,210,2024-12-07T05-43-08.343531Z_210_vnaData.s1p,-28.86289,122.526215,0
2024-12-07T05:43:31.206245Z,210,2024-12-07T05-43-31.206245Z_210_vnaData.s1p,-28.862892,122.526214,0
2024-12-07T05:43:42.650808Z,210,2024-12-07T05-43-42.650808Z_210_vnaData.s1p,-28.862893,122.526216,0
2024-12-07T05:43:54.069929Z,210,2024-12-07T05-43-54.069929Z_210_vnaData.s1p,-28.862897,122.526223,0
2024-12-07T05:44:05.577281Z,210,2024-12-07T05-44-05.577281Z_210_vnaData.s1p,-28.862892,122.526219,0
2024-12-07T05:44:28.502287Z,210,2024-12-07T05-44-28.502287Z_210_vnaData.s1p,-28.863132,122.526051,0
2024-12-07T05:44:51.399674Z,210,2024-12-07T05-44-51.399674Z_210_vnaData.s1p,-28.863295,122.525919,0
2024-12-07T05:45:02.891150Z,210,2024-12-07T05-45-02.891150Z_210_vnaData.s1p,-28.863227,122.525875,0
2024-12-07T05:45:14.360096Z,210,2024-12-07T05-45-14.360096Z_210_vnaData.s1p,-28.863276,122.52586,0
2024-12-07T05:45:37.219053Z,210,2024-12-07T05-45-37.219053Z_210_vnaData.s1p,-28.86315,122.525942,0
2024-12-07T05:45:48.718659Z,210,2024-12-07T05-45-48.718659Z_210_vnaData.s1p,-28.863149,122.525947,0
2024-12-07T05:46:11.626574Z,210,2024-12-07T05-46-11.626574Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:46:23.034641Z,210,2024-12-07T05-46-23.034641Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:46:34.568212Z,210,2024-12-07T05-46-34.568212Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:46:57.441286Z,210,2024-12-07T05-46-57.441286Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:47:08.908441Z,210,2024-12-07T05-47-08.908441Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:47:31.897457Z,210,2024-12-07T05-47-31.897457Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:47:43.317727Z,210,2024-12-07T05-47-43.317727Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:47:54.776105Z,210,2024-12-07T05-47-54.776105Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:48:17.662544Z,210,2024-12-07T05-48-17.662544Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:48:40.626635Z,210,2024-12-07T05-48-40.626635Z_210_vnaData.s1p,-28.863148,122.525947,0
2024-12-07T05:49:03.446178Z,210,2024-12-07T05-49-03.446178Z_210_vnaData.s1p,-28.863035,122.52601,0
2024-12-07T05:49:14.981412Z,210,2024-12-07T05-49-14.981412Z_210_vnaData.s1p,-28.862907,122.526089,0
2024-12-07T05:49:37.843768Z,210,2024-12-07T05-49-37.843768Z_210_vnaData.s1p,-28.862639,122.526245,0
2024-12-07T05:50:00.765716Z,210,2024-12-07T05-50-00.765716Z_210_vnaData.s1p,-28.862392,122.526407,0
2024-12-07T05:50:24.433895Z,210,2024-12-07T05-50-24.433895Z_210_vnaData.s1p,-28.862409,122.526407,0
2024-12-07T05:50:35.847465Z,210,2024-12-07T05-50-35.847465Z_210_vnaData.s1p,-28.86253,122.52633,0
2024-12-07T05:50:58.782714Z,210,2024-12-07T05-50-58.782714Z_210_vnaData.s1p,-28.862777,122.526169,0
2024-12-07T05:51:21.667503Z,210,2024-12-07T05-51-21.667503Z_210_vnaData.s1p,-28.863018,122.526017,0
2024-12-07T05:51:33.179265Z,210,2024-12-07T05-51-33.179265Z_210_vnaData.s1p,-28.863139,122.525935,0
2024-12-07T05:51:45.132400Z,210,2024-12-07T05-51-45.132400Z_210_vnaData.s1p,-28.86326,122.525855,0
2024-12-07T05:52:08.117048Z,210,2024-12-07T05-52-08.117048Z_210_vnaData.s1p,-28.863266,122.525856,0
2024-12-07T05:52:31.007501Z,210,2024-12-07T05-52-31.007501Z_210_vnaData.s1p,-28.863266,122.525858,0
2024-12-07T05:52:53.834425Z,210,2024-12-07T05-52-53.834425Z_210_vnaData.s1p,-28.863266,122.525858,0
2024-12-07T05:53:05.936740Z,210,2024-12-07T05-53-05.936740Z_210_vnaData.s1p,-28.863266,122.525858,0
2024-12-07T05:53:17.410884Z,210,2024-12-07T05-53-17.410884Z_210_vnaData.s1p,-28.863266,122.525858,0
2024-12-07T05:53:28.851615Z,210,2024-12-07T05-53-28.851615Z_210_vnaData.s1p,-28.863268,122.525863,0
2024-12-07T05:53:40.359844Z,210,2024-12-07T05-53-40.359844Z_210_vnaData.s1p,-28.863266,122.525864,0
2024-12-07T05:54:03.298683Z,210,2024-12-07T05-54-03.298683Z_210_vnaData.s1p,-28.863262,122.525853,0
2024-12-07T05:54:14.737137Z,210,2024-12-07T05-54-14.737137Z_210_vnaData.s1p,-28.863255,122.525851,0
2024-12-07T05:54:26.233474Z,210,2024-12-07T05-54-26.233474Z_210_vnaData.s1p,-28.863255,122.525851,0
2024-12-07T05:54:49.249435Z,210,2024-12-07T05-54-49.249435Z_210_vnaData.s1p,-28.863276,122.525835,0
2024-12-07T05:55:12.269885Z,210,2024-12-07T05-55-12.269885Z_210_vnaData.s1p,-28.8633,122.525624,0
