measurment_date,actuator_extension,vna_filename,latitude,longitude,DNN
2024-12-07T02:35:31.447633Z,210,2024-12-07T02-35-31.447633Z_210_vnaData.s1p,-28.863292,122.527631,0
2024-12-07T02:35:42.967849Z,210,2024-12-07T02-35-42.967849Z_210_vnaData.s1p,-28.863294,122.527632,0
2024-12-07T02:35:54.351958Z,210,2024-12-07T02-35-54.351958Z_210_vnaData.s1p,-28.863294,122.527642,0
2024-12-07T02:36:17.374187Z,210,2024-12-07T02-36-17.374187Z_210_vnaData.s1p,-28.863294,122.527651,0
2024-12-07T02:36:40.354960Z,210,2024-12-07T02-36-40.354960Z_210_vnaData.s1p,-28.863296,122.527653,0
2024-12-07T02:37:03.227976Z,210,2024-12-07T02-37-03.227976Z_210_vnaData.s1p,-28.863289,122.527652,0
2024-12-07T02:37:14.678737Z,210,2024-12-07T02-37-14.678737Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:37:26.154739Z,210,2024-12-07T02-37-26.154739Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:37:37.582985Z,210,2024-12-07T02-37-37.582985Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:38:00.494569Z,210,2024-12-07T02-38-00.494569Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:38:23.503149Z,210,2024-12-07T02-38-23.503149Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:38:34.893731Z,210,2024-12-07T02-38-34.893731Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:38:46.469031Z,210,2024-12-07T02-38-46.469031Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:39:09.408270Z,210,2024-12-07T02-39-09.408270Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:39:20.820334Z,210,2024-12-07T02-39-20.820334Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:39:43.857428Z,210,2024-12-07T02-39-43.857428Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:39:55.346107Z,210,2024-12-07T02-39-55.346107Z_210_vnaData.s1p,-28.863287,122.527653,0
2024-12-07T02:40:06.835631Z,210,2024-12-07T02-40-06.835631Z_210_vnaData.s1p,-28.863293,122.527662,0
2024-12-07T02:40:29.650944Z,210,2024-12-07T02-40-29.650944Z_210_vnaData.s1p,-28.863292,122.527649,0
2024-12-07T02:40:52.676752Z,210,2024-12-07T02-40-52.676752Z_210_vnaData.s1p,-28.863293,122.527655,0
2024-12-07T02:41:04.099818Z,210,2024-12-07T02-41-04.099818Z_210_vnaData.s1p,-28.863292,122.52766,0
2024-12-07T02:41:15.647496Z,210,2024-12-07T02-41-15.647496Z_210_vnaData.s1p,-28.863283,122.527671,0
2024-12-07T02:41:38.612240Z,210,2024-12-07T02-41-38.612240Z_210_vnaData.s1p,-28.863275,122.527669,0
2024-12-07T02:42:01.555705Z,210,2024-12-07T02-42-01.555705Z_210_vnaData.s1p,-28.863143,122.527644,0
