site,measurment_date,actuator_extension,permittivity,water_percentage,density,vna_filename,latitude,longitude
port_of_brisbane,2024-07-23T23:29:14.735809Z,210,51.38432614886572,92.01268687949955,7.492942844186749,2024-07-23T23-29-14.735809Z_210_vnaData.s1p,-27.432789,153.138571
port_of_brisbane,2024-07-23T23:29:59.658206Z,210,51.623521331398486,93.45353491595982,7.411378456132596,2024-07-23T23-29-59.658206Z_210_vnaData.s1p,-27.432788,153.138571
port_of_brisbane,2024-07-23T23:30:18.866838Z,210,51.217418685894074,91.00728080172325,7.550929132830577,2024-07-23T23-30-18.866838Z_210_vnaData.s1p,-27.432789,153.13857
port_of_brisbane,2024-07-23T23:30:57.363222Z,210,54.16867899611197,108.78488642920291,6.642048779928654,2024-07-23T23-30-57.363222Z_210_vnaData.s1p,-27.432789,153.13857
port_of_brisbane,2024-07-23T23:31:16.631294Z,210,51.87507515838933,94.96882813318072,7.327493877595838,2024-07-23T23-31-16.631294Z_210_vnaData.s1p,-27.43283,153.138549
port_of_brisbane,2024-07-23T23:31:35.897770Z,210,52.44146558296132,98.38061311343488,7.14540028155203,2024-07-23T23-31-35.897770Z_210_vnaData.s1p,-27.432832,153.138549
port_of_brisbane,2024-07-23T23:32:14.400197Z,210,53.1278361647954,102.51512658752726,6.936507782819774,2024-07-23T23-32-14.400197Z_210_vnaData.s1p,-27.432831,153.13855
port_of_brisbane,2024-07-23T23:32:40.084604Z,210,52.83802454862223,100.76937864358914,7.023201684701459,2024-07-23T23-32-40.084604Z_210_vnaData.s1p,-27.432769,153.138608
port_of_brisbane,2024-07-23T23:33:25.020567Z,210,52.87502190956777,100.99224088649946,7.012013866616927,2024-07-23T23-33-25.020567Z_210_vnaData.s1p,-27.432771,153.138619
