2024-12-08T03:11:10.722412Z,210,2024-12-08T03-11-10.722412Z_210_vnaData.s1p,-28.861711,122.525855,41.50081436837563
2024-12-08T03:11:33.332777Z,210,2024-12-08T03-11-33.332777Z_210_vnaData.s1p,-28.861711,122.525855,38.82874308321709
2024-12-08T03:11:44.874895Z,210,2024-12-08T03-11-44.874895Z_210_vnaData.s1p,-28.86171,122.525855,38.69797825501659
2024-12-08T03:12:07.843986Z,210,2024-12-08T03-12-07.843986Z_210_vnaData.s1p,-28.8617,122.525859,35.19645076203272
2024-12-08T03:12:19.213228Z,210,2024-12-08T03-12-19.213228Z_210_vnaData.s1p,-28.8617,122.525859,37.09603733835028
2024-12-08T03:12:30.732254Z,210,2024-12-08T03-12-30.732254Z_210_vnaData.s1p,-28.8617,122.525859,36.081507592098234
2024-12-08T03:12:53.607923Z,210,2024-12-08T03-12-53.607923Z_210_vnaData.s1p,-28.861699,122.525853,41.1096042633086
2024-12-08T03:13:16.613068Z,210,2024-12-08T03-13-16.613068Z_210_vnaData.s1p,-28.861704,122.525845,36.265177001022685
2024-12-08T03:13:28.087572Z,210,2024-12-08T03-13-28.087572Z_210_vnaData.s1p,-28.861682,122.525822,40.339282369858374
2024-12-08T03:13:39.550238Z,210,2024-12-08T03-13-39.550238Z_210_vnaData.s1p,-28.861618,122.525688,25.498659324566088
2024-12-08T03:13:50.928637Z,210,2024-12-08T03-13-50.928637Z_210_vnaData.s1p,-28.86154,122.525542,25.808945667670386
2024-12-08T03:14:13.938744Z,210,2024-12-08T03-14-13.938744Z_210_vnaData.s1p,-28.861466,122.52541,23.547866511950726
2024-12-08T03:14:36.727400Z,210,2024-12-08T03-14-36.727400Z_210_vnaData.s1p,-28.861443,122.525419,31.377279980085884
2024-12-08T03:14:48.202277Z,210,2024-12-08T03-14-48.202277Z_210_vnaData.s1p,-28.861413,122.525392,13.739518052343488
2024-12-08T03:14:59.722562Z,210,2024-12-08T03-14-59.722562Z_210_vnaData.s1p,-28.861388,122.525437,26.13482339532789
2024-12-08T03:15:22.753915Z,210,2024-12-08T03-15-22.753915Z_210_vnaData.s1p,-28.861364,122.525406,24.308764586969048
2024-12-08T03:15:45.165617Z,210,2024-12-08T03-15-45.165617Z_210_vnaData.s1p,-28.861485,122.525653,40.65584252689268
2024-12-08T03:16:08.706633Z,210,2024-12-08T03-16-08.706633Z_210_vnaData.s1p,-28.86163,122.525921,39.892717463126786
2024-12-08T03:16:21.332804Z,210,2024-12-08T03-16-21.332804Z_210_vnaData.s1p,-28.861605,122.525907,37.21578365527313
2024-12-08T03:16:43.096513Z,210,2024-12-08T03-16-43.096513Z_210_vnaData.s1p,-28.861607,122.525906,37.327009292775415
2024-12-08T03:17:05.940123Z,210,2024-12-08T03-17-05.940123Z_210_vnaData.s1p,-28.861609,122.525908,21.385545854089848
2024-12-08T03:17:28.874511Z,210,2024-12-08T03-17-28.874511Z_210_vnaData.s1p,-28.861622,122.525906,44.97169797943306
2024-12-08T03:17:40.300218Z,210,2024-12-08T03-17-40.300218Z_210_vnaData.s1p,-28.861623,122.525905,44.88296287747618
2024-12-08T03:17:51.708027Z,210,2024-12-08T03-17-51.708027Z_210_vnaData.s1p,-28.861632,122.525902,47.33176268890778
2024-12-08T03:18:03.166701Z,210,2024-12-08T03-18-03.166701Z_210_vnaData.s1p,-28.861618,122.525905,42.69800292952236
2024-12-08T03:18:25.877420Z,210,2024-12-08T03-18-25.877420Z_210_vnaData.s1p,-28.861613,122.525907,31.03892161741371
2024-12-08T03:18:49.018149Z,210,2024-12-08T03-18-49.018149Z_210_vnaData.s1p,-28.861613,122.525907,36.07484693640622
2024-12-08T03:19:00.143065Z,210,2024-12-08T03-19-00.143065Z_210_vnaData.s1p,-28.861613,122.525907,42.00234124537364
2024-12-08T03:19:11.878436Z,210,2024-12-08T03-19-11.878436Z_210_vnaData.s1p,-28.861613,122.525907,41.864296072312186
2024-12-08T03:19:23.319492Z,210,2024-12-08T03-19-23.319492Z_210_vnaData.s1p,-28.861613,122.525907,19.408693251839146
2024-12-08T03:19:46.508959Z,210,2024-12-08T03-19-46.508959Z_210_vnaData.s1p,-28.86162,122.525911,28.23819003504974
2024-12-08T03:20:09.665247Z,210,2024-12-08T03-20-09.665247Z_210_vnaData.s1p,-28.86162,122.52591,35.23760809669984
2024-12-08T03:20:20.928517Z,210,2024-12-08T03-20-20.928517Z_210_vnaData.s1p,-28.861621,122.525918,28.619667519781146
2024-12-08T03:20:44.064495Z,210,2024-12-08T03-20-44.064495Z_210_vnaData.s1p,-28.861623,122.525916,37.312084440564576
2024-12-08T03:21:06.828762Z,210,2024-12-08T03-21-06.828762Z_210_vnaData.s1p,-28.861711,122.526088,38.94124766902503
2024-12-08T03:21:29.722936Z,210,2024-12-08T03-21-29.722936Z_210_vnaData.s1p,-28.861564,122.525784,34.80198726844063
2024-12-08T03:21:41.342252Z,210,2024-12-08T03-21-41.342252Z_210_vnaData.s1p,-28.861489,122.52564,43.89331982049691
2024-12-08T03:22:04.255459Z,210,2024-12-08T03-22-04.255459Z_210_vnaData.s1p,-28.861372,122.525401,25.030889378259772
2024-12-08T03:22:27.052572Z,210,2024-12-08T03-22-27.052572Z_210_vnaData.s1p,-28.861246,122.5254,26.48846022693767
2024-12-08T03:22:38.667398Z,210,2024-12-08T03-22-38.667398Z_210_vnaData.s1p,-28.861295,122.525453,41.79262355673612
2024-12-08T03:22:50.195070Z,210,2024-12-08T03-22-50.195070Z_210_vnaData.s1p,-28.861349,122.525573,20.36294208286836
2024-12-08T03:23:12.549489Z,210,2024-12-08T03-23-12.549489Z_210_vnaData.s1p,-28.861373,122.525653,112.07269689209735
2024-12-08T03:23:35.136833Z,210,2024-12-08T03-23-35.136833Z_210_vnaData.s1p,-28.861378,122.525653,41.11796470765267
2024-12-08T03:23:59.866631Z,210,2024-12-08T03-23-59.866631Z_210_vnaData.s1p,-28.861378,122.525653,22.900026287845755
2024-12-08T03:24:09.514907Z,210,2024-12-08T03-24-09.514907Z_210_vnaData.s1p,-28.861378,122.525653,40.31359409791515
