measurment_date,actuator_extension,vna_filename,latitude,longitude,DNN
2024-12-07T23:53:02.019401Z,210,2024-12-07T23-53-02.019401Z_210_vnaData.s1p,-28.863383,122.527135,0.32456928
2024-12-07T23:53:09.427043Z,210,2024-12-07T23-53-09.427043Z_210_vnaData.s1p,-28.863383,122.527135,0.10943911
2024-12-07T23:53:21.568162Z,210,2024-12-07T23-53-21.568162Z_210_vnaData.s1p,-28.863383,122.527135,0.7557665
2024-12-07T23:53:32.997713Z,210,2024-12-07T23-53-32.997713Z_210_vnaData.s1p,-28.863382,122.527136,0.28488544
2024-12-07T23:53:45.166427Z,210,2024-12-07T23-53-45.166427Z_210_vnaData.s1p,-28.863391,122.527133,0.19761235
2024-12-07T23:53:56.602504Z,210,2024-12-07T23-53-56.602504Z_210_vnaData.s1p,-28.863392,122.527137,2.9110172
2024-12-07T23:54:08.663255Z,210,2024-12-07T23-54-08.663255Z_210_vnaData.s1p,-28.863386,122.527137,0.3713154
2024-12-07T23:54:20.084078Z,210,2024-12-07T23-54-20.084078Z_210_vnaData.s1p,-28.863386,122.527137,0.30815938
2024-12-07T23:54:32.256531Z,210,2024-12-07T23-54-32.256531Z_210_vnaData.s1p,-28.863386,122.527137,5.574418
2024-12-07T23:54:43.657307Z,210,2024-12-07T23-54-43.657307Z_210_vnaData.s1p,-28.863382,122.527138,18.09134
2024-12-07T23:54:55.722935Z,210,2024-12-07T23-54-55.722935Z_210_vnaData.s1p,-28.863381,122.527137,4.6653857
2024-12-07T23:55:07.196285Z,210,2024-12-07T23-55-07.196285Z_210_vnaData.s1p,-28.863381,122.527138,5.926237
2024-12-07T23:55:19.247510Z,210,2024-12-07T23-55-19.247510Z_210_vnaData.s1p,-28.863375,122.527141,2.7954364
2024-12-07T23:55:30.690891Z,210,2024-12-07T23-55-30.690891Z_210_vnaData.s1p,-28.863368,122.527134,1.7277198
2024-12-07T23:55:42.787164Z,210,2024-12-07T23-55-42.787164Z_210_vnaData.s1p,-28.863368,122.527134,1.6467266
2024-12-07T23:55:54.322704Z,210,2024-12-07T23-55-54.322704Z_210_vnaData.s1p,-28.863374,122.527132,0.25299683
2024-12-07T23:56:06.309150Z,210,2024-12-07T23-56-06.309150Z_210_vnaData.s1p,-28.863374,122.527128,0.35443428
2024-12-07T23:56:17.785341Z,210,2024-12-07T23-56-17.785341Z_210_vnaData.s1p,-28.863374,122.527128,0.24798253
2024-12-07T23:56:29.897806Z,210,2024-12-07T23-56-29.897806Z_210_vnaData.s1p,-28.863385,122.52714,3.3254788
2024-12-07T23:56:41.439218Z,210,2024-12-07T23-56-41.439218Z_210_vnaData.s1p,-28.86339,122.527142,1.9602908
2024-12-07T23:56:53.537260Z,210,2024-12-07T23-56-53.537260Z_210_vnaData.s1p,-28.86339,122.527145,4.133011
2024-12-07T23:57:05.646097Z,210,2024-12-07T23-57-05.646097Z_210_vnaData.s1p,-28.863389,122.527133,0.30436555
2024-12-08T00:27:44.302137Z,210,2024-12-08T00-27-44.302137Z_210_vnaData.s1p,-28.86199,122.526888,1
2024-12-08T00:27:55.709162Z,210,2024-12-08T00-27-55.709162Z_210_vnaData.s1p,-28.862015,122.526776,1
2024-12-08T00:28:19.246469Z,210,2024-12-08T00-28-19.246469Z_210_vnaData.s1p,-28.862074,122.526522,1
2024-12-08T00:28:30.798242Z,210,2024-12-08T00-28-30.798242Z_210_vnaData.s1p,-28.862107,122.526403,1
2024-12-08T00:28:53.670574Z,210,2024-12-08T00-28-53.670574Z_210_vnaData.s1p,-28.862137,122.526295,1
2024-12-08T00:29:05.736376Z,210,2024-12-08T00-29-05.736376Z_210_vnaData.s1p,-28.862141,122.526302,1
2024-12-08T00:29:17.241304Z,210,2024-12-08T00-29-17.241304Z_210_vnaData.s1p,-28.862141,122.526302,1
2024-12-08T00:29:28.679800Z,210,2024-12-08T00-29-28.679800Z_210_vnaData.s1p,-28.862141,122.526302,1
2024-12-08T00:29:52.295114Z,210,2024-12-08T00-29-52.295114Z_210_vnaData.s1p,-28.86214,122.526302,1
2024-12-08T00:30:03.691362Z,210,2024-12-08T00-30-03.691362Z_210_vnaData.s1p,-28.86214,122.526302,1
2024-12-08T00:30:15.130618Z,210,2024-12-08T00-30-15.130618Z_210_vnaData.s1p,-28.86214,122.526302,1
2024-12-08T00:30:26.660902Z,210,2024-12-08T00-30-26.660902Z_210_vnaData.s1p,-28.862139,122.526301,1
2024-12-08T00:30:49.608078Z,210,2024-12-08T00-30-49.608078Z_210_vnaData.s1p,-28.862136,122.526294,1
2024-12-08T00:31:12.508880Z,210,2024-12-08T00-31-12.508880Z_210_vnaData.s1p,-28.862136,122.526294,1
2024-12-08T00:31:24.630273Z,210,2024-12-08T00-31-24.630273Z_210_vnaData.s1p,-28.862136,122.526294,1
2024-12-08T00:31:36.154466Z,210,2024-12-08T00-31-36.154466Z_210_vnaData.s1p,-28.862137,122.526299,1
2024-12-08T00:31:47.663536Z,210,2024-12-08T00-31-47.663536Z_210_vnaData.s1p,-28.862134,122.526302,1
2024-12-08T00:32:10.551123Z,210,2024-12-08T00-32-10.551123Z_210_vnaData.s1p,-28.862133,122.526302,1
2024-12-08T00:32:21.986802Z,210,2024-12-08T00-32-21.986802Z_210_vnaData.s1p,-28.862133,122.526302,1
2024-12-08T00:32:45.500678Z,210,2024-12-08T00-32-45.500678Z_210_vnaData.s1p,-28.862132,122.526302,1
2024-12-08T00:32:57.021864Z,210,2024-12-08T00-32-57.021864Z_210_vnaData.s1p,-28.862132,122.526302,1
2024-12-08T00:33:19.921331Z,210,2024-12-08T00-33-19.921331Z_210_vnaData.s1p,-28.862131,122.526302,1
2024-12-08T00:33:42.964915Z,210,2024-12-08T00-33-42.964915Z_210_vnaData.s1p,-28.862131,122.526302,1
2024-12-08T00:34:05.844894Z,210,2024-12-08T00-34-05.844894Z_210_vnaData.s1p,-28.862132,122.526304,1
2024-12-08T00:34:18.716415Z,210,2024-12-08T00-34-18.716415Z_210_vnaData.s1p,-28.862127,122.526311,1
2024-12-08T00:34:30.116593Z,210,2024-12-08T00-34-30.116593Z_210_vnaData.s1p,-28.862128,122.52631,1
2024-12-08T00:34:41.652322Z,210,2024-12-08T00-34-41.652322Z_210_vnaData.s1p,-28.862128,122.52631,1
2024-12-08T00:35:04.553312Z,210,2024-12-08T00-35-04.553312Z_210_vnaData.s1p,-28.862123,122.526313,1
2024-12-08T00:35:16.670420Z,210,2024-12-08T00-35-16.670420Z_210_vnaData.s1p,-28.862133,122.526311,1
2024-12-08T00:35:28.213801Z,210,2024-12-08T00-35-28.213801Z_210_vnaData.s1p,-28.862135,122.526315,1
2024-12-08T00:35:39.575105Z,210,2024-12-08T00-35-39.575105Z_210_vnaData.s1p,-28.862135,122.526315,1
2024-12-08T00:36:02.562337Z,210,2024-12-08T00-36-02.562337Z_210_vnaData.s1p,-28.862135,122.526315,1
2024-12-08T00:36:25.520898Z,210,2024-12-08T00-36-25.520898Z_210_vnaData.s1p,-28.862135,122.526315,1
2024-12-08T00:36:36.952550Z,210,2024-12-08T00-36-36.952550Z_210_vnaData.s1p,-28.862142,122.526323,1
2024-12-08T00:36:48.502587Z,210,2024-12-08T00-36-48.502587Z_210_vnaData.s1p,-28.862141,122.526307,1
2024-12-08T00:37:11.277334Z,210,2024-12-08T00-37-11.277334Z_210_vnaData.s1p,-28.862153,122.526265,1
2024-12-08T00:37:22.873080Z,210,2024-12-08T00-37-22.873080Z_210_vnaData.s1p,-28.862191,122.526136,1
2024-12-08T00:37:46.494761Z,210,2024-12-08T00-37-46.494761Z_210_vnaData.s1p,-28.86222,122.525985,1
2024-12-08T00:37:57.890817Z,210,2024-12-08T00-37-57.890817Z_210_vnaData.s1p,-28.862219,122.52598,1
2024-12-08T00:38:09.296808Z,210,2024-12-08T00-38-09.296808Z_210_vnaData.s1p,-28.862223,122.525984,1
2024-12-08T00:38:20.816044Z,210,2024-12-08T00-38-20.816044Z_210_vnaData.s1p,-28.862222,122.525979,1
2024-12-08T00:38:43.662268Z,210,2024-12-08T00-38-43.662268Z_210_vnaData.s1p,-28.862224,122.52598,1
2024-12-08T00:39:06.534457Z,210,2024-12-08T00-39-06.534457Z_210_vnaData.s1p,-28.862224,122.52598,1
2024-12-08T00:39:17.950935Z,210,2024-12-08T00-39-17.950935Z_210_vnaData.s1p,-28.862226,122.525978,1
2024-12-08T00:39:29.490323Z,210,2024-12-08T00-39-29.490323Z_210_vnaData.s1p,-28.862227,122.525975,1
2024-12-08T00:39:52.331661Z,210,2024-12-08T00-39-52.331661Z_210_vnaData.s1p,-28.862225,122.525978,1
2024-12-08T00:40:03.818101Z,210,2024-12-08T00-40-03.818101Z_210_vnaData.s1p,-28.862221,122.525987,1
2024-12-08T00:40:26.748238Z,210,2024-12-08T00-40-26.748238Z_210_vnaData.s1p,-28.86222,122.525988,1
