Column1,DateTime,Default GPS,VaneSize,Depth,ShearStrenght,Result,TSF,Comments,Attachments,MachineID,Operator,Instrument,CorrectionFactor,Created,Title,Manual GPS,Modified
Amrun,28/06/2024 14:51,"12.97186° S, 141.63793° E",20x40,80,62,62,South Cell,Back left ,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:52,VS,,28/06/2024 14:52
Amrun,28/06/2024 14:50,"12.97186° S, 141.63793° E",20x40,50,44,44,South Cell,Front left,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:50,VS,,28/06/2024 14:50
Amrun,28/06/2024 14:50,"12.97186° S, 141.63793° E",20x40,80,14,14,South Cell,Front left,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:50,VS,,28/06/2024 14:50
Amrun,28/06/2024 14:50,"12.97186° S, 141.63793° E",20x40,20,26,26,South Cell,Back left,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:51,VS,,28/06/2024 14:51
Amrun,28/06/2024 14:49,"12.97186° S, 141.63793° E",20x40,80,70,70,South Cell,Front right,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:49,VS,,28/06/2024 14:49
Amrun,28/06/2024 14:49,"12.97186° S, 141.63793° E",20x40,20,16,16,South Cell,Front left,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:50,VS,,28/06/2024 14:50
Amrun,28/06/2024 14:48,"12.97186° S, 141.63793° E",20x40,20,10,10,South Cell,Front right line ,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:48,VS,,28/06/2024 14:48
Amrun,28/06/2024 14:48,"12.97186° S, 141.63793° E",20x40,50,40,40,South Cell,Front right,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:49,VS,,28/06/2024 14:49
Amrun,28/06/2024 14:47,"12.97186° S, 141.63793° E",20x40,50,24,24,South Cell,Back rear scroll line,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:47,VS,,28/06/2024 14:47
Amrun,28/06/2024 14:47,"12.97186° S, 141.63793° E",20x40,80,36,36,South Cell,Back rear scroll line ,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:48,VS,,28/06/2024 14:48
Amrun,28/06/2024 14:45,"12.97186° S, 141.63793° E",20x40,20,10,10,South Cell,Back rear scroll line ,0,MM43,Joe Johanson,H-60,1,28/06/2024 14:47,VS,,28/06/2024 14:47
Amrun,7/05/2024 10:24,"-12.958518, 141.629414",20x40,40,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,7/05/2024 10:24,VS,,7/05/2024 10:24
Amrun,7/05/2024 10:22,"-12.958518, 141.629414",20x40,20,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,7/05/2024 10:24,VS,,7/05/2024 10:24
Amrun,7/05/2024 10:14,"-12.958475, 141.629396",20x40,55,100,100,South Cell,,0,MM43,Joe Johanson,H-60,1,7/05/2024 10:15,VS,,7/05/2024 10:15
Amrun,7/05/2024 10:13,"-12.958475, 141.629396",20x40,31,27,27,South Cell,,0,MM43,Joe Johanson,H-60,1,7/05/2024 10:14,VS,,7/05/2024 10:14
Amrun,12/04/2024 14:49,"12.94803° S, 141.62086° E",20x40,35,100,100,North Cell,Front right scroll could not penetrate deeper,0,MM43,Joe Johanson,H-60,1,12/04/2024 14:50,VS,,12/04/2024 14:50
Amrun,12/04/2024 14:48,"12.94803° S, 141.62086° E",20x40,20,20,20,North Cell,Front right scroll,0,MM43,Joe Johanson,H-60,1,12/04/2024 14:49,VS,,12/04/2024 14:49
Amrun,12/04/2024 14:47,"12.94803° S, 141.62086° E",20x40,20,36,36,North Cell,"Front left scroll, could not penetrate deeper",0,MM43,Joe Johanson,H-60,1,12/04/2024 14:48,VS,,12/04/2024 14:48
Amrun,10/04/2024 14:56,"12.94195° S, 141.63628° E",20x40,50,26,26,North Cell,Front left scroll,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:56,VS,,10/04/2024 14:56
Amrun,10/04/2024 14:56,"12.94195° S, 141.63628° E",20x40,70,44,44,North Cell,Front left scroll can't go deeper ,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:56,VS,,10/04/2024 14:56
Amrun,10/04/2024 14:55,"12.94195° S, 141.63628° E",20x40,80,32,32,North Cell,Front right scroll,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:55,VS,,10/04/2024 14:55
Amrun,10/04/2024 14:55,"12.94195° S, 141.63628° E",20x40,20,42,42,North Cell,Front left scroll,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:56,VS,,10/04/2024 14:56
Amrun,10/04/2024 14:54,"12.94195° S, 141.63628° E",20x40,20,40,40,North Cell,Front right scroll ,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:54,VS,,10/04/2024 14:54
Amrun,10/04/2024 14:54,"12.94195° S, 141.63628° E",20x40,50,30,30,North Cell,Front right scroll,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:55,VS,,10/04/2024 14:55
Amrun,10/04/2024 14:53,"12.94195° S, 141.63628° E",20x40,30,36,36,North Cell,Back right scroll couldn't go deeper ,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:53,VS,,10/04/2024 14:53
Amrun,10/04/2024 14:53,"12.94195° S, 141.63628° E",20x40,20,32,32,North Cell,Back left scroll can't go deeper,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:54,VS,,10/04/2024 14:54
Amrun,10/04/2024 14:52,"12.94195° S, 141.63628° E",20x40,20,34,34,North Cell,Back right scroll,0,MM43,Joe Johanson,H-60,1,10/04/2024 14:53,VS,,10/04/2024 14:53
Amrun,8/04/2024 13:18,"12.95241° S, 141.63323° E",20x40,80,0,0,North Cell,Can't get the shear vane that far down ,0,MM43,Joe Johanson,H-60,1,8/04/2024 13:18,VS,,8/04/2024 13:18
Amrun,8/04/2024 13:17,"12.95241° S, 141.63323° E",20x40,40,42,42,North Cell,,0,MM43,Joe Johanson,H-60,1,8/04/2024 13:17,VS,,8/04/2024 13:17
Amrun,8/04/2024 13:17,"12.95241° S, 141.63323° E",20x40,65,38,38,North Cell,,0,MM43,Joe Johanson,H-60,1,8/04/2024 13:18,VS,,8/04/2024 13:18
Amrun,8/04/2024 13:16,"12.95241° S, 141.63323° E",20x40,20,28,28,North Cell,,0,MM43,Joe Johanson,H-60,1,8/04/2024 13:17,VS,,8/04/2024 13:17
Amrun,7/04/2024 14:46,"15.70506° S, 142.97070° E",20x40,40,96,96,North Cell,,0,MM43,Joe Johanson,H-60,1,7/04/2024 14:46,VS,,7/04/2024 14:46
Amrun,7/04/2024 14:46,"15.70506° S, 142.97070° E",18x32,50,0,0,North Cell,Unable to push vane sheer down to 50cm,0,MM43,Joe Johanson,H-60,2,7/04/2024 14:47,VS,,7/04/2024 14:47
Amrun,7/04/2024 14:45,"15.70506° S, 142.97070° E",20x40,20,46,46,North Cell,,0,MM43,Joe Johanson,H-60,1,7/04/2024 14:46,VS,,7/04/2024 14:46
Amrun,5/04/2024 15:37,"12.94375° S, 141.63845° E",20x40,70,62,62,North Cell,,0,MM43,Joe Johanson,H-60,1,5/04/2024 15:37,VS,,5/04/2024 15:37
Amrun,5/04/2024 15:35,"12.94375° S, 141.63845° E",20x40,30,20,20,North Cell,,0,MM43,Joe Johanson,H-60,1,5/04/2024 15:37,VS,,5/04/2024 15:37
Amrun,17/03/2024 14:42,"15.70506° S, 142.97070° E",20x40,95,30,30,North Cell,,0,MM43,Joe Johanson,H-60,1,17/03/2024 14:42,VS,,17/03/2024 14:42
Amrun,17/03/2024 14:41,"15.70506° S, 142.97070° E",20x40,50,20,20,North Cell,,0,MM43,Joe Johanson,H-60,1,17/03/2024 14:41,VS,,17/03/2024 14:41
Amrun,17/03/2024 14:41,"15.70506° S, 142.97070° E",20x40,80,20,20,North Cell,,0,MM43,Joe Johanson,H-60,1,17/03/2024 14:42,VS,,17/03/2024 14:42
Amrun,17/03/2024 14:40,"15.70506° S, 142.97070° E",20x40,20,10,10,North Cell,,0,MM43,Joe Johanson,H-60,1,17/03/2024 14:41,VS,,17/03/2024 14:41
Amrun,16/03/2024 14:40,"12.94222° S, 141.63714° E",20x40,50,21,21,North Cell,,0,MM43,Joe Johanson,H-60,1,16/03/2024 14:40,VS,,16/03/2024 14:40
Amrun,16/03/2024 14:40,"12.94222° S, 141.63714° E",20x40,80,40,40,North Cell,,0,MM43,Joe Johanson,H-60,1,16/03/2024 14:40,VS,,16/03/2024 14:40
Amrun,16/03/2024 14:40,"12.94222° S, 141.63714° E",20x40,120,26,26,North Cell,,0,MM43,Joe Johanson,H-60,1,16/03/2024 14:41,VS,,16/03/2024 14:41
Amrun,16/03/2024 14:39,"12.94222° S, 141.63714° E",20x40,20,14,14,North Cell,,0,MM43,Joe Johanson,H-60,1,16/03/2024 14:40,VS,,16/03/2024 14:40
Amrun,14/03/2024 14:41,"15.70506° S, 142.97070° E",20x40,80,38,38,North Cell,,0,MM43,Joe Johanson,H-60,1,14/03/2024 14:41,VS,,14/03/2024 14:41
Amrun,14/03/2024 14:40,"15.70506° S, 142.97070° E",20x40,50,22,22,North Cell,,0,MM43,Joe Johanson,H-60,1,14/03/2024 14:41,VS,,14/03/2024 14:41
Amrun,14/03/2024 14:39,"15.70506° S, 142.97070° E",20x40,20,40,40,North Cell,,0,MM43,Joe Johanson,H-60,1,14/03/2024 14:40,VS,,14/03/2024 14:40
Amrun,13/03/2024 14:43,"12.94583° S, 141.62168° E",20x40,25,55,55,North Cell,,0,MM43,Joe Johanson,H-60,1,13/03/2024 14:43,VS,,13/03/2024 14:43
Amrun,13/03/2024 14:42,"12.94583° S, 141.62168° E",20x40,20,44,44,North Cell,,0,MM43,Joe Johanson,H-60,1,13/03/2024 14:43,VS,,13/03/2024 14:43
Amrun,11/03/2024 14:05,"15.70506° S, 142.97070° E",20x40,50,70,70,North Cell,,0,MM43,Joe Johanson,H-60,1,11/03/2024 14:06,VS,,11/03/2024 14:06
Amrun,11/03/2024 14:04,"15.70506° S, 142.97070° E",20x40,20,20,20,North Cell,,0,MM43,Joe Johanson,H-60,1,11/03/2024 14:05,VS,,11/03/2024 14:05
Amrun,9/03/2024 15:27,"12.95084° S, 141.63956° E",20x40,50,30,30,North Cell,,0,MM43,Joe Johanson,H-60,1,9/03/2024 15:27,VS,,9/03/2024 15:27
Amrun,9/03/2024 15:27,"12.95084° S, 141.63956° E",20x40,80,30,30,North Cell,,0,MM43,Joe Johanson,H-60,1,9/03/2024 15:27,VS,,9/03/2024 15:27
Amrun,9/03/2024 15:26,"12.95084° S, 141.63956° E",20x40,20,22,22,North Cell,,0,MM43,Joe Johanson,H-60,1,9/03/2024 15:27,VS,,9/03/2024 15:27
Amrun,6/03/2024 14:54,"12.95209° S, 141.63899° E",20x40,33,46,46,North Cell,,0,MM43,Joe Johanson,H-60,1,6/03/2024 14:54,VS,,6/03/2024 14:54
Amrun,6/03/2024 14:53,"12.95209° S, 141.63899° E",20x40,20,14,14,North Cell,,0,MM43,Joe Johanson,H-60,1,6/03/2024 14:54,VS,,6/03/2024 14:54
Amrun,17/02/2024 14:47,"-12.965588, 141.639722",20x40,50,54,54,South Cell,,0,MM43,Joe Johanson,H-60,1,17/02/2024 14:47,VS,,17/02/2024 14:47
Amrun,17/02/2024 14:47,"-12.965588, 141.639722",20x40,60,60,60,South Cell,,0,MM43,Joe Johanson,H-60,1,17/02/2024 14:48,VS,,17/02/2024 14:48
Amrun,17/02/2024 14:44,"-12.965588, 141.639722",20x40,20,11,11,South Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,17/02/2024 14:47,VS,,17/02/2024 14:47
Amrun,15/02/2024 14:51,"-12.941532, 141.636419",20x40,80,18,18,North Cell,,0,MM43,Joe Johanson,H-60,1,15/02/2024 14:51,VS,,15/02/2024 14:51
Amrun,15/02/2024 14:50,"-12.941532, 141.636419",20x40,50,12,12,North Cell,,0,MM43,Joe Johanson,H-60,1,15/02/2024 14:50,VS,,15/02/2024 14:50
Amrun,15/02/2024 14:47,"-12.941532, 141.636419",20x40,20,8,8,North Cell,,0,MM43,Joe Johanson,H-60,1,15/02/2024 14:50,VS,,15/02/2024 14:50
Amrun,14/02/2024 14:48,"-12.946963, 141.639778",20x40,50,18,18,North Cell,,0,MM43,Joe Johanson,H-60,1,14/02/2024 14:48,VS,,14/02/2024 14:48
Amrun,14/02/2024 14:48,"-12.946963, 141.639778",20x40,20,18,18,North Cell,,0,MM43,Joe Johanson,H-60,1,14/02/2024 14:49,VS,,14/02/2024 14:49
Amrun,14/02/2024 14:47,"-12.946963, 141.639778",20x40,100,12,12,North Cell,,0,MM43,Joe Johanson,H-60,1,14/02/2024 14:48,VS,,14/02/2024 14:48
Amrun,13/02/2024 14:17,"-12.951371, 141.632414",20x40,25,68,68,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,13/02/2024 14:17,VS,,13/02/2024 14:17
Amrun,13/02/2024 14:15,"-12.951371, 141.632414",20x40,15,21,21,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,13/02/2024 14:17,VS,,13/02/2024 14:17
Amrun,12/02/2024 14:53,"-12.949353, 141.639920",20x40,50,12,12,North Cell,,0,MM43,Joe Johanson,H-60,1,12/02/2024 14:53,VS,,12/02/2024 14:53
Amrun,12/02/2024 14:53,"-12.949353, 141.639920",20x40,90,14,14,North Cell,,0,MM43,Joe Johanson,H-60,1,12/02/2024 14:53,VS,,12/02/2024 14:53
Amrun,12/02/2024 14:51,"-12.949353, 141.639920",20x40,20,14,14,North Cell,,0,MM43,Joe Johanson,H-60,1,12/02/2024 14:52,VS,,12/02/2024 14:52
Amrun,11/02/2024 14:42,"-12.949859, 141.639682",20x40,110,18,18,North Cell,"In scroll line, small voids between 50-110cm ",0,MM43,Joe Johanson,H-60,1,11/02/2024 14:42,VS,,11/02/2024 14:42
Amrun,11/02/2024 14:41,"-12.949859, 141.639682",20x40,20,12,12,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,11/02/2024 14:41,VS,,11/02/2024 14:41
Amrun,11/02/2024 14:41,"-12.949859, 141.639682",20x40,50,16,16,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,11/02/2024 14:42,VS,,11/02/2024 14:42
Amrun,10/02/2024 14:53,"-12.951886, 141.634111",20x40,20,24,24,North Cell,In scroll line - duplicate location but mistake made on one 24 result not 2,0,MM43,Joe Johanson,H-60,1,10/02/2024 14:54,VS,,10/02/2024 14:54
Amrun,10/02/2024 14:51,"-12.951886, 141.634111",20x40,50,16,16,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 14:51,VS,,10/02/2024 14:51
Amrun,10/02/2024 14:51,"-12.951886, 141.634111",20x40,80,36,36,North Cell,"In scroll line, there is a void betwen 50-80cm ",0,MM43,Joe Johanson,H-60,1,10/02/2024 14:52,VS,,10/02/2024 14:52
Amrun,10/02/2024 14:49,"-12.951886, 141.634111",20x40,20,2,2,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 14:51,VS,,10/02/2024 14:51
Amrun,10/02/2024 10:38,"-12.945386, 141.626273",20x40,20,100,100,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,10/02/2024 10:41,VS,,10/02/2024 10:41
Amrun,10/02/2024 10:26,"-12.946010, 141.625454",20x40,50,6,6,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 10:27,VS,,10/02/2024 10:27
Amrun,10/02/2024 10:25,"-12.946010, 141.625454",20x40,20,12,12,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 10:26,VS,,10/02/2024 10:26
Amrun,10/02/2024 10:16,"-12.945019, 141.623403",20x40,50,26,26,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,10/02/2024 10:16,VS,,10/02/2024 10:16
Amrun,10/02/2024 10:13,"-12.945019, 141.623403",20x40,20,20,20,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 10:16,VS,,10/02/2024 10:16
Amrun,10/02/2024 9:56,"-12.946185, 141.622663",20x40,50,10,10,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:57,VS,,10/02/2024 9:57
Amrun,10/02/2024 9:55,"-12.946185, 141.622663",20x40,20,12,12,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:56,VS,,10/02/2024 9:56
Amrun,10/02/2024 9:48,"-12.946186, 141.622662",20x40,50,18,18,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:48,VS,,10/02/2024 9:48
Amrun,10/02/2024 9:46,"-12.946186, 141.622662",20x40,20,20,20,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:48,VS,,10/02/2024 9:48
Amrun,10/02/2024 9:31,"-12.947944, 141.621912",20x40,50,13,13,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:32,VS,,10/02/2024 9:32
Amrun,10/02/2024 9:30,"-12.947944, 141.621912",20x40,20,14,14,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:31,VS,,10/02/2024 9:31
Amrun,10/02/2024 9:26,"-12.947947, 141.621922",20x40,50,27,27,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:27,VS,,10/02/2024 9:27
Amrun,10/02/2024 9:18,"-12.947947, 141.621922",20x40,20,26,26,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 9:26,VS,,10/02/2024 9:26
Amrun,10/02/2024 8:57,"-12.950201, 141.621984",20x40,50,22,22,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,10/02/2024 8:58,VS,,10/02/2024 8:58
Amrun,10/02/2024 8:56,"-12.950201, 141.621984",20x40,20,10,10,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 8:57,VS,,10/02/2024 8:57
Amrun,10/02/2024 8:32,"-12.953007, 141.624697",20x40,50,16,16,North Cell,In scroll line,0,MM43,Joe Johanson,H-60,1,10/02/2024 8:32,VS,,10/02/2024 8:32
Amrun,10/02/2024 8:28,"-12.953007, 141.624697",20x40,20,14,14,North Cell,In scroll lines ,0,MM43,Joe Johanson,H-60,1,10/02/2024 8:32,VS,,10/02/2024 8:32
Amrun,10/02/2024 8:12,"-12.952453, 141.625849",20x40,50,8,8,North Cell,In scroll mark. ( broke through a floor),0,MM43,Joe Johanson,H-60,1,10/02/2024 8:16,VS,,10/02/2024 8:16
Amrun,10/02/2024 8:11,"-12.952453, 141.625849",20x40,20,37,37,North Cell,In scroll mark,0,MM43,Joe Johanson,H-60,1,10/02/2024 8:12,VS,,10/02/2024 8:12
Amrun,10/02/2024 7:52,"-12.952050, 141.627062",20x40,50,14,14,North Cell,In scroll line ,0,MM43,Joe Johanson,H-60,1,10/02/2024 7:53,VS,,10/02/2024 7:53
Amrun,10/02/2024 7:50,"12°57'07.5""S 141°37'37.4""E",20x40,20,10,10,North Cell,,0,MM43,Joe Johanson,H-60,1,10/02/2024 7:52,VS,,10/02/2024 7:52
Amrun,10/02/2024 7:41,"-12.952637, 141.627057",20x40,50,18,18,North Cell,In scroll mark,0,MM43,Joe Johanson,H-60,1,10/02/2024 7:42,VS,,10/02/2024 7:42
Amrun,10/02/2024 7:38,"-12.952637, 141.627057",20x40,20,10,10,North Cell,In scroll mark ,0,MM43,Joe Johanson,H-60,1,10/02/2024 7:41,VS,,10/02/2024 7:41
Amrun,9/02/2024 15:11,"-12.952879, 141.622666",20x40,75,26,26,North Cell,,0,MM43,Joe Johanson,H-60,1,9/02/2024 15:11,VS,,9/02/2024 15:11
Amrun,9/02/2024 15:10,"-12.952879, 141.622666",20x40,50,26,26,North Cell,,0,MM43,Joe Johanson,H-60,1,9/02/2024 15:11,VS,,9/02/2024 15:11
Amrun,9/02/2024 14:54,"-12.952531, 141.621877",20x40,75,33,33,North Cell,,0,MM43,Joe Johanson,H-60,1,9/02/2024 14:55,VS,,9/02/2024 14:55
Amrun,9/02/2024 14:52,"-12.952531, 141.621877",20x40,50,16,16,North Cell,,0,MM43,Joe Johanson,H-60,1,9/02/2024 14:54,VS,,9/02/2024 14:54
Amrun,9/02/2024 14:45,"-12.952654, 141.622483",20x40,80,24,24,North Cell,250m pole,0,MM43,Joe Johanson,H-60,1,9/02/2024 14:47,VS,,9/02/2024 14:47
Amrun,14/10/2023 9:24,"-12.9732427, 141.63353563",20x40,50,36,36,South Cell,,0,MM43,Joe Johanson,H-60,1,14/10/2023 9:24,VS,,14/10/2023 9:24
Amrun,14/10/2023 9:23,"-12.97320965, 141.63358084",20x40,20,16,16,South Cell,,0,MM43,Joe Johanson,H-60,1,14/10/2023 9:24,VS,,14/10/2023 9:24
Amrun,13/10/2023 15:49,"-12.9644814, 141.63007145",20x40,45,34,34,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:49,VS,,13/10/2023 15:49
Amrun,13/10/2023 15:48,"-12.96447543, 141.63006163",20x40,20,14,14,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:49,VS,,13/10/2023 15:49
Amrun,13/10/2023 15:44,"-12.96544707, 141.62937076",20x40,20,36,36,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:44,VS,,13/10/2023 15:44
Amrun,13/10/2023 15:44,"-12.96544707, 141.62937076",20x40,50,50,50,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:44,VS,,13/10/2023 15:44
Amrun,13/10/2023 15:40,"-12.93935538, 141.63560624",20x40,50,49,49,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:40,VS,,13/10/2023 15:40
Amrun,13/10/2023 15:39,"-12.94339467, 141.63473299",20x40,20,22,22,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:39,VS,,13/10/2023 15:39
Amrun,13/10/2023 15:31,"-12.93875875, 141.6357673",20x40,20,12,12,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:31,VS,,13/10/2023 15:31
Amrun,13/10/2023 15:31,"-12.96523897, 141.6300175",20x40,50,10,10,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:32,VS,,13/10/2023 15:32
Amrun,13/10/2023 15:04,"-12.93766785, 141.63597107",20x40,20,32,32,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:04,VS,,13/10/2023 15:04
Amrun,13/10/2023 15:04,"-12.93766785, 141.63597107",20x40,70,28,28,South Cell,Cracked through a plate around 50cm ,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:05,VS,,13/10/2023 15:05
Amrun,13/10/2023 15:00,"-12.93766785, 141.63597107",20x40,20,23,23,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:00,VS,,13/10/2023 15:00
Amrun,13/10/2023 15:00,"-12.93766785, 141.63597107",20x40,50,53,53,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 15:00,VS,,13/10/2023 15:00
Amrun,13/10/2023 14:51,"-12.93766785, 141.63597107",20x40,20,12,12,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:51,VS,,13/10/2023 14:51
Amrun,13/10/2023 14:51,"-12.93766785, 141.63597107",20x40,50,12,12,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:51,VS,,13/10/2023 14:51
Amrun,13/10/2023 14:48,"-12.93766785, 141.63597107",20x40,50,12,12,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:48,VS,,13/10/2023 14:48
Amrun,13/10/2023 14:47,"-12.93766785, 141.63597107",20x40,20,30,30,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:48,VS,,13/10/2023 14:48
Amrun,13/10/2023 14:35,"-12.93766785, 141.63597107",20x40,50,10,10,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:35,VS,,13/10/2023 14:35
Amrun,13/10/2023 14:31,"-12.93766785, 141.63597107",20x40,50,48,48,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:31,VS,,13/10/2023 14:31
Amrun,13/10/2023 14:30,"-12.93766785, 141.63597107",20x40,20,30,30,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:31,VS,,13/10/2023 14:31
Amrun,13/10/2023 14:18,"-12.96994425, 141.63212253",20x40,50,30,30,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:18,VS,,13/10/2023 14:18
Amrun,13/10/2023 14:16,"-12.96994425, 141.63212253",20x40,20,8,8,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:18,VS,,13/10/2023 14:18
Amrun,13/10/2023 14:14,"-12.96994425, 141.63212253",20x40,50,38,38,South Cell,,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:14,VS,,13/10/2023 14:14
Amrun,13/10/2023 14:02,"-12.93766785, 141.63597107",20x40,61,18,18,South Cell,300m ,0,MM43,Joe Johanson,H-60,1,13/10/2023 14:04,VS,,13/10/2023 14:04
Amrun,13/10/2023 13:50,"-12.96994425, 141.63212253",20x40,40,69,69,South Cell,250m,0,MM43,Joe Johanson,H-60,1,13/10/2023 13:55,VS,,13/10/2023 13:55
Amrun,13/10/2023 13:45,"-12.93766785, 141.63597107",20x40,20,10,10,South Cell,250m,0,MM43,Joe Johanson,H-60,1,13/10/2023 13:49,VS,,13/10/2023 13:49
