Average of Traction_Average,Average of Engine_Torque,Average of GPS_Speed,Sum of Air_Temp_Manifold,Sum of Ambient_Air_Temp,Sum of BEARING_PRESSURE_LEFT_IDLE,Sum of BEARING_PRESSURE_RIGHT_IDLE,Sum of Boost_Pressure_Left,Sum of Boost_Pressure_Left_Voltage,Sum of Boost_Pressure_Right,Sum of Boost_Pressure_Right_Voltage,Sum of Eng_Hours,Sum of Engine_RPM,Sum of Engine_Temp,Sum of Expr1,Count of FileDetailId,Sum of G_Force_Lat,Sum of G_Force_Long,Sum of G_Force_Vert,Sum of GPS_Altitude,Sum of GPS_Heading,Sum of GPS_Sats_Used,Sum of GPS_Time,Sum of Traction_Right,Sum of Traction_Left,Sum of Traction_Diff_radio,Sum of Scroll_Speed_Right,Sum of Scroll_Speed_Left,Sum of SCROLL_REVERSE_TABLE_RIGHT,Sum of SCROLL_REVERSE_TABLE_LEFT,Sum of SCROLL_FORWARD_TABLE_RIGHT,Sum of SCROLL_FORWARD_TABLE_LEFT,Sum of RowIndex,Count of MeasurementId,Sum of Main_Hydraulic_Pressure_Right,Sum of Main_Hydraulic_Pressure_Left,Sum of JOY_STICK_RIGHT_REVERSE,Sum of JOY_STICK_RIGHT_FORWARD,Sum of JOY_STICK_LEFT_REVERSE,Sum of JOY_STICK_LEFT_FORWARD,Mud Condition
90.3000030517578,51.59999847412109,2.5,46.0,23.100000381469727,9.65999984741211,7.739999771118164,3.920000076293945,0.8700000047683716,14.399999618530272,1.9299999475479128,8628.7998046875,1998,87.0,118104,1,0.050000000745058,0.0199999995529651,0.0199999995529651,303.0,57.540000915527344,17,2255,91.1999969482422,89.4000015258789,0.0197367925723157,29.8700008392334,29.479999542236328,0.0,0.0,46.720001220703125,51.70000076293945,1635100,1,0.0,122.0999984741211,59.29999923706055,63.5,73.9000015258789,73.4000015258789,2
87.9000015258789,53.5,2.5,46.0,23.100000381469727,9.609999656677246,7.739999771118164,7.760000228881836,1.2699999809265137,14.3100004196167,1.919999957084656,8628.7998046875,2004,87.0,118104,1,0.0399999991059303,0.0199999995529651,0.0099999997764825,302.70001220703125,54.45000076293945,17,2230,85.19999694824219,90.5999984741211,0.059602666852377,30.84000015258789,29.1200008392334,0.0,0.0,47.290000915527344,51.68999862670898,1635000,1,0.0,137.5,60.900001525878906,65.0999984741211,73.9000015258789,73.4000015258789,2
86.5999984741211,52.0,2.400000095367432,46.0,23.100000381469727,9.4399995803833,7.739999771118164,4.659999847412109,0.9399999976158142,14.31999969482422,1.919999957084656,8628.7998046875,1998,87.0,118104,1,0.0299999993294477,0.0099999997764825,0.0099999997764825,302.29998779296875,54.459999084472656,16,2205,85.4000015258789,87.9000015258789,0.0284414102002486,29.38999938964844,29.36000061035156,0.0,0.0,46.209999084472656,51.68999862670898,1634900,1,0.0,142.0,57.79999923706055,62.0,73.9000015258789,73.4000015258789,2
90.5,53.5,2.5,44.0,23.200000762939453,9.470000267028809,7.739999771118164,6.519999980926514,1.1399999856948853,14.289999961853027,1.919999957084656,8628.7998046875,1992,87.0,118104,1,0.0399999991059303,0.0099999997764825,0.0099999997764825,301.79998779296875,55.310001373291016,16,2115,92.9000015258789,88.19999694824219,0.0505920828895514,29.649999618530277,29.450000762939453,0.0,0.0,46.63999938964844,51.75,1634700,1,0.0,142.3000030517578,59.0,63.20000076293945,74.0,73.5999984741211,2
84.5,38.0,2.5,39.0,23.399999618530277,9.34000015258789,7.739999771118164,5.829999923706055,1.0800000429153442,14.390000343322754,1.9299999475479128,8628.7998046875,1998,87.0,118104,1,0.0299999993294477,0.0,0.0,302.8999938964844,56.09999847412109,16,1755,80.80000305175781,88.19999694824219,0.0839001604594937,32.5,31.920000076293945,0.0,0.0,47.11000061035156,52.04999923706055,1633900,1,0.0,94.4000015258789,60.09999847412109,64.4000015258789,74.9000015258789,74.4000015258789,0
88.80000305175781,38.5,2.5,39.0,23.5,9.34000015258789,7.739999771118164,4.170000076293945,0.9100000262260436,14.369999885559082,1.9299999475479128,8628.7998046875,1992,87.0,118104,1,0.0199999995529651,0.0,0.0,303.20001220703125,54.5099983215332,16,1730,90.1999969482422,87.5,0.0299334483325035,30.100000381469727,30.399999618530277,0.0,0.0,45.68000030517578,51.33000183105469,1633800,1,0.0,95.5,56.20000076293945,60.5,72.69999694824219,72.30000305175781,0
83.0,39.79999923706055,2.5,38.0,23.5,9.31999969482422,7.760000228881836,4.739999771118164,0.959999978542328,14.260000228881836,1.919999957084656,8628.7001953125,1992,86.0,118104,1,0.0299999993294477,0.0,-0.0099999997764825,303.79998779296875,61.18999862670898,16,1705,75.0999984741211,91.0,0.1747252914931747,35.02000045776367,30.739999771118164,0.0,0.0,48.790000915527344,51.0099983215332,1633700,1,0.0,88.5999984741211,65.30000305175781,69.4000015258789,71.80000305175781,71.4000015258789,0
87.0,35.0,2.400000095367432,37.0,23.5,9.34000015258789,7.769999980926514,4.239999771118164,0.9100000262260436,14.449999809265137,1.940000057220459,8628.7001953125,1998,86.0,118104,1,0.0299999993294477,0.0,-0.0099999997764825,302.79998779296875,55.58000183105469,16,1615,88.30000305175781,85.69999694824219,0.0294451417175105,29.26000022888184,29.200000762939453,0.0,0.0,44.68999862670898,49.5,1633500,1,0.0,86.0999984741211,53.29999923706055,57.59999847412109,67.5999984741211,67.0999984741211,0
91.8000030517578,66.5999984741211,2.700000047683716,49.0,24.100000381469727,9.40999984741211,7.960000038146973,11.140000343322754,1.600000023841858,14.65999984741211,1.9600000381469729,8628.5,2004,88.0,118104,1,0.0399999991059303,0.0099999997764825,0.0,302.79998779296875,54.869998931884766,17,140,90.5,93.1999969482422,0.028969925285959,31.520000457763672,31.0,0.0,0.0,48.0099983215332,53.20000076293945,1630000,1,21.200000762939453,143.5,62.900001525878906,67.0999984741211,78.19999694824219,77.69999694824219,2
88.19999694824219,52.20000076293945,2.700000047683716,46.0,24.299999237060547,9.399999618530272,7.980000019073486,9.829999923706056,1.4700000286102295,14.579999923706056,1.950000047683716,8628.5,1992,87.0,118104,1,0.0199999995529651,0.0199999995529651,0.0099999997764825,301.29998779296875,53.58000183105469,17,50,91.4000015258789,85.0,0.0700218973636101,32.33000183105469,33.310001373291016,0.0,0.0,48.150001525878906,54.119998931884766,1629800,1,0.0,117.4000015258789,63.29999923706055,67.5,81.0,80.4000015258789,2
88.69999694824219,43.09999847412109,2.400000095367432,45.0,24.100000381469727,9.4399995803833,7.960000038146973,10.029999732971191,1.4900000095367432,14.550000190734863,1.950000047683716,8628.5,1986,87.0,118104,1,0.0299999993294477,0.0099999997764825,0.0,301.1000061035156,57.34000015258789,18,235935,86.5999984741211,90.8000030517578,0.0462555554677969,29.799999237060547,29.25,0.0,0.0,46.27000045776367,51.369998931884766,1629500,1,0.0,110.6999969482422,58.20000076293945,62.400001525878906,72.9000015258789,72.5,0
90.8000030517578,51.0,3.0999999046325684,45.0,24.100000381469727,9.4399995803833,7.949999809265137,8.930000305175781,1.3799999952316284,14.630000114440918,1.950000047683716,8628.400390625,1998,87.0,118104,1,0.0199999995529651,0.0099999997764825,0.0099999997764825,300.1000061035156,57.06999969482422,18,235820,88.19999694824219,93.5,0.0566845246177306,37.63999938964844,35.349998474121094,0.0,0.0,50.41999816894531,55.0099983215332,1629200,1,0.0,97.6999969482422,70.0,74.0,84.0999984741211,83.30000305175781,2
87.80000305175781,42.70000076293945,2.900000095367432,44.0,24.200000762939453,9.420000076293944,7.960000038146973,11.0,1.590000033378601,14.699999809265137,1.9600000381469729,8628.400390625,1986,87.0,118104,1,0.0299999993294477,0.0099999997764825,0.0,302.5,54.11000061035156,18,235705,87.19999694824219,88.5,0.0146893000198622,35.33000183105469,35.66999816894531,0.0,0.0,48.34000015258789,54.77999877929688,1628900,1,0.0,108.1999969482422,64.19999694824219,68.0999984741211,83.19999694824219,82.5999984741211,0
83.5999984741211,39.59999847412109,2.900000095367432,44.0,24.299999237060547,9.40999984741211,7.960000038146973,12.460000038146973,1.7400000095367432,14.710000038146973,1.9600000381469729,8628.400390625,1986,87.0,118104,1,0.0199999995529651,0.0099999997764825,-0.0099999997764825,300.79998779296875,54.58000183105469,18,235640,85.0,82.30000305175781,0.0317646699793198,36.790000915527344,36.75,0.0,0.0,49.63999938964844,54.75,1628800,1,8.899999618530273,88.9000015258789,67.69999694824219,71.69999694824219,83.0999984741211,82.5,0
88.5999984741211,64.30000305175781,2.900000095367432,48.0,24.200000762939453,9.5,8.020000457763672,13.460000038146973,1.840000033378601,14.479999542236328,1.940000057220459,8628.2001953125,1986,88.0,118104,1,0.0299999993294477,0.0099999997764825,0.0,300.8999938964844,56.91999816894531,17,234460,87.4000015258789,89.9000015258789,0.0278086758350092,37.0099983215332,35.65999984741211,0.0,0.0,51.54999923706055,55.27000045776367,1626000,1,50.79999923706055,150.8000030517578,73.9000015258789,77.5999984741211,84.69999694824219,84.0999984741211,2
91.0999984741211,54.0,2.400000095367432,47.0,23.899999618530277,9.479999542236328,7.989999771118164,12.100000381469728,1.7000000476837158,14.619999885559082,1.950000047683716,8628.2001953125,1998,87.0,118104,1,0.0299999993294477,0.0099999997764825,0.0,301.3999938964844,57.709999084472656,18,234345,89.9000015258789,92.3000030517578,0.0260021825192474,28.280000686645508,28.81999969482422,0.0,0.0,45.630001068115234,51.68000030517578,1625700,1,75.9000015258789,159.89999389648438,56.09999847412109,60.400001525878906,73.80000305175781,73.30000305175781,2
88.19999694824219,54.09999847412109,2.400000095367432,45.0,23.899999618530277,9.369999885559082,8.0,14.93000030517578,1.9800000190734863,14.630000114440918,1.950000047683716,8628.2001953125,1992,87.0,118104,1,0.0299999993294477,0.0,-0.0399999991059303,299.20001220703125,54.20000076293945,18,234140,90.8000030517578,85.69999694824219,0.0561674662126224,28.63999938964844,29.36000061035156,0.0,0.0,45.7400016784668,52.130001068115234,1625200,1,125.1999969482422,144.89999389648438,56.5,60.70000076293945,75.0,74.5999984741211,2
89.0999984741211,55.70000076293945,2.5,44.0,23.899999618530277,9.399999618530272,7.989999771118164,11.630000114440918,1.649999976158142,14.529999732971191,1.940000057220459,8628.2001953125,1998,87.0,118104,1,0.0299999993294477,0.0,-0.0199999995529651,299.70001220703125,62.41999816894531,18,234115,91.0999984741211,87.19999694824219,0.0428101162590774,29.1200008392334,29.709999084472656,0.0,0.0,45.869998931884766,52.130001068115234,1625100,1,51.09999847412109,142.39999389648438,56.79999923706055,61.09999847412109,75.0,74.5999984741211,2
88.9000015258789,52.79999923706055,2.5,42.0,23.899999618530277,9.369999885559082,7.989999771118164,13.020000457763672,1.7899999618530271,14.630000114440918,1.950000047683716,8628.099609375,1992,87.0,118104,1,0.0299999993294477,0.0,-0.0099999997764825,300.1000061035156,52.95000076293945,19,234050,89.0999984741211,88.80000305175781,0.0033669520482698,29.709999084472656,29.979999542236328,0.0,0.0,46.5099983215332,52.13999938964844,1625000,1,32.099998474121094,119.1999969482422,58.70000076293945,62.900001525878906,75.0999984741211,74.69999694824219,2
88.0,35.599998474121094,2.200000047683716,39.0,23.899999618530277,9.350000381469728,7.960000038146973,13.869999885559082,1.8799999952316284,14.520000457763672,1.940000057220459,8628.099609375,1992,86.0,118104,1,0.0099999997764825,0.0,-0.0099999997764825,300.8999938964844,53.18999862670898,19,233960,91.9000015258789,84.0999984741211,0.084874895780729,25.32999992370605,27.6200008392334,0.0,0.0,44.52999877929688,51.72999954223633,1624800,1,58.79999923706055,107.5,53.5,57.70000076293945,74.4000015258789,74.0,0
88.69999694824219,43.70000076293945,2.5,44.0,23.799999237060547,9.289999961853027,7.739999771118164,12.239999771118164,1.7100000381469729,14.350000381469728,1.919999957084656,8627.900390625,1986,87.0,118104,1,0.0199999995529651,0.0199999995529651,0.0199999995529651,301.29998779296875,53.20000076293945,19,232615,86.30000305175781,91.0999984741211,0.0526893029940809,31.25,30.38999938964844,0.0,0.0,47.63999938964844,52.86000061035156,1621500,1,73.69999694824219,104.4000015258789,61.79999923706055,66.0999984741211,77.30000305175781,76.69999694824219,0
88.5999984741211,53.29999923706055,2.5,38.0,23.799999237060547,9.289999961853027,7.769999980926514,15.34000015258789,2.0199999809265137,14.390000343322754,1.9299999475479128,8627.900390625,1974,86.0,118104,1,0.0399999991059303,0.0299999993294477,0.050000000745058,302.6000061035156,56.77000045776367,21,232435,80.9000015258789,96.4000015258789,0.1607883791976805,34.54999923706055,27.1200008392334,0.0,0.0,49.47999954223633,49.59000015258789,1621100,1,34.0,99.4000015258789,67.30000305175781,71.30000305175781,67.9000015258789,67.4000015258789,2
91.4000015258789,55.29999923706055,3.0999999046325684,44.0,23.5,9.210000038146973,7.789999961853027,14.31999969482422,1.919999957084656,14.260000228881836,1.919999957084656,8627.7998046875,1992,87.0,118104,1,0.0299999993294477,0.0299999993294477,0.0299999993294477,301.20001220703125,57.16999816894531,19,232255,90.3000030517578,92.5,0.0237837507918074,35.38999938964844,36.5099983215332,0.0,0.0,50.459999084472656,55.97999954223633,1620700,1,0.0,145.8000030517578,70.80000305175781,74.19999694824219,87.30000305175781,86.5999984741211,2
88.5999984741211,62.20000076293945,4.0,59.0,38.79999923706055,13.369999885559082,10.279999732971191,14.779999732971191,1.9700000286102293,11.829999923706056,1.6699999570846558,8626.099609375,1998,93.0,118061,1,0.0700000002980232,0.0099999997764825,-0.0099999997764825,300.20001220703125,233.3999938964844,21,72342,87.80000305175781,89.4000015258789,0.0178970743491311,48.540000915527344,48.400001525878906,61.400001525878906,58.2599983215332,0.0,0.0,1296200,1,51.0,108.8000030517578,-98.5999984741211,-98.9000015258789,-88.69999694824219,-88.0,2
79.69999694824219,60.09999847412109,3.0999999046325684,61.0,38.900001525878906,13.56999969482422,10.15999984741211,15.56999969482422,2.049999952316284,14.010000228881836,1.8899999856948853,8626.0,2022,92.0,118061,1,0.0799999982118606,0.0,-0.0199999995529651,302.5,232.1199951171875,21,72022,63.70000076293945,95.6999969482422,0.3343782362146722,51.93000030517578,36.2400016784668,61.9900016784668,50.93000030517578,0.0,0.0,1296000,1,79.0999984741211,94.5999984741211,-99.9000015258789,-99.9000015258789,-75.30000305175781,-74.0999984741211,2
87.5999984741211,41.0,2.900000095367432,59.0,38.59999847412109,13.210000038146973,10.119999885559082,12.140000343322754,1.7000000476837158,14.1899995803833,1.909999966621399,8626.0,1992,90.0,118061,1,0.0900000035762786,0.0199999995529651,0.0299999993294477,297.6000061035156,212.42999267578125,20,71702,82.0999984741211,93.0999984741211,0.1181525261040434,38.08000183105469,32.779998779296875,53.970001220703125,50.0099983215332,0.0,0.0,1295800,1,54.20000076293945,87.0,-81.5,-81.0,-70.4000015258789,-69.0999984741211,0
89.0999984741211,54.0,3.299999952316284,58.0,37.59999847412109,13.109999656677246,10.220000267028809,11.539999961853027,1.6399999856948853,14.199999809265137,1.909999966621399,8625.900390625,1992,89.0,118061,1,0.050000000745058,0.0,-0.0299999993294477,297.6000061035156,44.43999862670898,19,71202,90.0,88.19999694824219,0.0200000339084201,40.63999938964844,39.119998931884766,0.0,0.0,53.34999847412109,58.540000915527344,1295500,1,91.4000015258789,109.1999969482422,79.5,81.5,96.0999984741211,95.4000015258789,2
83.5,36.59999847412109,2.700000047683716,59.0,39.59999847412109,13.34000015258789,10.149999618530272,10.899999618530272,1.5800000429153442,12.619999885559082,1.75,8625.599609375,1998,91.0,118061,1,0.0399999991059303,0.0,0.0,299.6000061035156,48.5,16,65202,79.80000305175781,87.19999694824219,0.0848623182966011,36.290000915527344,33.09000015258789,0.0,0.0,51.7400016784668,54.77000045776367,1294300,1,98.1999969482422,64.0,75.5999984741211,77.80000305175781,83.0,82.5,0
81.9000015258789,44.0,2.400000095367432,59.0,39.5,13.880000114440918,9.989999771118164,12.359999656677246,1.7300000190734863,10.630000114440918,1.5499999523162842,8625.5,1992,90.0,118061,1,-0.0199999995529651,0.0199999995529651,0.0099999997764825,300.29998779296875,48.52999877929688,16,65022,79.19999694824219,84.69999694824219,0.0649350672746883,31.6200008392334,30.530000686645508,0.0,0.0,48.04999923706055,51.93000030517578,1294200,1,74.0999984741211,81.0999984741211,64.4000015258789,67.19999694824219,74.19999694824219,74.0,0
75.9000015258789,60.900001525878906,3.299999952316284,53.0,39.59999847412109,13.350000381469728,10.140000343322754,13.369999885559082,1.830000042915344,14.09000015258789,1.899999976158142,8625.5,1980,88.0,118061,1,0.1099999994039535,0.0199999995529651,0.0099999997764825,301.0,219.16000366210935,16,64702,83.5,68.4000015258789,0.1808383050792945,44.38999938964844,53.900001525878906,56.2599983215332,60.880001068115234,0.0,0.0,1294000,1,75.0,124.4000015258789,-87.80000305175781,-87.69999694824219,-92.8000030517578,-92.1999969482422,2
81.0999984741211,36.29999923706055,2.700000047683716,57.0,39.20000076293945,13.25,10.0600004196167,11.520000457763672,1.6399999856948853,12.84000015258789,1.7699999809265137,8625.2998046875,1998,90.0,118061,1,0.0299999993294477,0.0,-0.0399999991059303,302.79998779296875,43.72999954223633,16,63702,82.4000015258789,79.9000015258789,0.0303398052634117,34.959999084472656,35.709999084472656,0.0,0.0,51.560001373291016,56.93999862670898,1293400,1,72.4000015258789,83.5999984741211,75.0999984741211,77.4000015258789,90.3000030517578,89.80000305175781,0
82.0,68.30000305175781,2.900000095367432,59.0,39.09999847412109,13.220000267028809,9.960000038146973,14.65999984741211,1.9600000381469729,11.869999885559082,1.6799999475479126,8625.2998046875,2004,89.0,118061,1,0.0299999993294477,0.0,-0.0099999997764825,304.20001220703125,41.810001373291016,17,63522,80.0999984741211,83.9000015258789,0.0452920498527726,39.380001068115234,37.90999984741211,0.0,0.0,52.400001525878906,58.720001220703125,1293300,1,89.5999984741211,194.1000061035156,76.69999694824219,79.19999694824219,96.4000015258789,95.8000030517578,2
87.9000015258789,56.0,3.299999952316284,56.0,38.79999923706055,13.270000457763672,9.979999542236328,14.229999542236328,1.909999966621399,13.739999771118164,1.870000004768372,8625.2998046875,1998,88.0,118061,1,0.0,0.0099999997764825,-0.0099999997764825,304.20001220703125,45.31999969482422,17,63424,86.80000305175781,89.0,0.0247190668341818,41.2400016784668,39.7599983215332,0.0,0.0,54.36000061035156,58.59999847412109,1293200,1,71.19999694824219,107.3000030517578,82.9000015258789,84.69999694824219,95.9000015258789,95.3000030517578,2
72.80000305175781,41.70000076293945,2.700000047683716,57.0,39.20000076293945,13.1899995803833,10.0,12.829999923706056,1.7699999809265137,11.210000038146973,1.6100000143051147,8625.099609375,2004,90.0,118061,1,0.0199999995529651,0.0,-0.0199999995529651,304.29998779296875,40.06999969482422,16,62536,73.19999694824219,72.5,0.0095628002380537,38.709999084472656,40.060001373291016,0.0,0.0,53.709999084472656,59.720001220703125,1291800,1,72.0999984741211,77.0,81.19999694824219,83.19999694824219,99.6999969482422,99.0,0
81.5,44.0,2.900000095367432,59.0,39.20000076293945,13.140000343322754,10.0,13.270000457763672,1.8200000524520876,10.710000038146973,1.559999942779541,8625.099609375,1998,90.0,118061,1,0.0299999993294477,0.0,-0.0199999995529651,301.5,42.630001068115234,16,62429,82.30000305175781,80.69999694824219,0.0194411426997079,38.380001068115234,39.54999923706055,0.0,0.0,53.369998931884766,59.02000045776367,1291600,1,79.0999984741211,85.9000015258789,80.4000015258789,82.30000305175781,97.4000015258789,96.6999969482422,0
78.4000015258789,37.59999847412109,2.700000047683716,55.0,39.09999847412109,13.109999656677246,9.93000030517578,14.899999618530272,1.9800000190734863,14.010000228881836,1.8899999856948853,8625.0,1998,89.0,118061,1,0.0900000035762786,0.0099999997764825,-0.0099999997764825,306.20001220703125,217.1699981689453,18,61628,69.0999984741211,87.69999694824219,0.2120866490462734,40.7599983215332,33.36000061035156,59.54999923706055,45.380001068115234,0.0,0.0,1289900,1,57.400001525878906,69.0,-95.3000030517578,-95.6999969482422,-54.70000076293945,-53.29999923706055,0
79.19999694824219,41.400001525878906,2.700000047683716,58.0,39.20000076293945,13.039999961853027,9.81999969482422,14.970000267028809,1.9900000095367432,14.140000343322754,1.899999976158142,8624.900390625,1986,90.0,118061,1,0.0199999995529651,0.0099999997764825,0.0,306.6000061035156,42.68000030517578,18,61448,76.69999694824219,81.69999694824219,0.0611995126899154,38.13999938964844,34.529998779296875,0.0,0.0,53.29999923706055,56.56999969482422,1289600,1,0.0,96.8000030517578,80.30000305175781,82.0999984741211,88.9000015258789,88.5,0
84.5999984741211,53.900001525878906,3.0999999046325684,57.0,38.900001525878906,13.09000015258789,9.869999885559082,12.720000267028809,1.7599999904632568,10.15999984741211,1.5099999904632568,8624.900390625,1998,90.0,118061,1,0.0299999993294477,0.0199999995529651,0.0,305.6000061035156,59.31999969482422,18,61054,76.0,93.3000030517578,0.1854233921317312,43.34000015258789,35.91999816894531,0.0,0.0,54.720001220703125,54.540000915527344,1288800,1,86.9000015258789,86.69999694824219,84.4000015258789,85.9000015258789,81.9000015258789,81.5999984741211,2
85.9000015258789,51.70000076293945,3.700000047683716,58.0,38.400001525878906,13.1899995803833,10.0,13.100000381469728,1.7999999523162842,11.079999923706056,1.600000023841858,8624.7998046875,2004,89.0,118061,1,0.0700000002980232,0.0,-0.050000000745058,304.8999938964844,223.80999755859372,17,60529,100.0,71.9000015258789,0.2809999847412109,34.88999938964844,55.11000061035156,52.36000061035156,59.83000183105469,0.0,0.0,1287500,1,55.70000076293945,95.6999969482422,-79.0999984741211,-78.5999984741211,-91.3000030517578,-90.5,2
