GPS_Latitude,GPS_Longitude,UTC adjusted datetime Column,Sum of Traction_Diff_radio,Average of Traction_Average,Sum of Engine_Temp,Average of GPS_Speed,Average of Engine_Torque
-12.952137,141.63945,18/01/2025 12:33,0.31099998474121093,84.40000153,89,3.5,53.20000076293945
-12.951562,141.638596,18/01/2025 12:31,0.046986705,95.59999847,90,4.400000095367432,86.5
-12.95099,141.637756,18/01/2025 12:29,0.20663814492990393,83.69999694824219,88,3.700000047683716,75.69999694824219
-12.950523,141.637054,18/01/2025 12:28,0.030999984741210938,98.40000153,88,4.800000190734863,58.5
-12.95014,141.636063,18/01/2025 12:26,0.045081984,95.40000153,88,4.599999904632568,51.400001525878906
-12.950085,141.634903,18/01/2025 12:24,0.043000031,97.80000305175781,87,4.599999904632568,38.79999923706055
-12.950143,141.633743,18/01/2025 12:23,0.03658535,96.59999847,87,4.599999904632568,46.099998474121094
-12.950013,141.633224,18/01/2025 12:21,NaN,0,87,0,0
-12.95001,141.633209,18/01/2025 12:19,NaN,0,87,0,0
-12.950013,141.63324,18/01/2025 12:18,NaN,0,87,0.10000000149011612,0
-12.950005,141.63324,18/01/2025 12:16,NaN,0,88,0,0
-12.950027,141.633362,18/01/2025 12:14,0.03,98.5,88,2.700000047683716,51.400001525878906
-12.949926,141.634277,18/01/2025 12:13,0,100,88,4,54.900001525878906
-12.949463,141.635208,18/01/2025 12:11,0.16485897452659273,84.59999847,87,4.199999809265137,36.29999923706055
-12.948513,141.635345,18/01/2025 12:09,0.066999969,96.59999847,87,4.800000190734863,48.79999923706055
-12.947577,141.635269,18/01/2025 12:08,0.019999980926513672,79.19999694824219,87,4,45.400001525878906
-12.946975,141.635117,18/01/2025 12:06,0.1087613566953121,93.90000153,87,4.599999904632568,51.400001525878906
-12.946548,141.635513,18/01/2025 12:05,0.053861818796455276,95.69999694824219,87,4.599999904632568,50.29999923706055
-12.946138,141.635956,18/01/2025 12:05,0.051204805,97,88,4.599999904632568,61.70000076293945
-12.94573,141.636353,18/01/2025 12:04,0.003134749,95.5,88,4.800000190734863,64
-12.945318,141.63678,18/01/2025 12:03,0.010060362018602675,98.90000153,88,5,62.599998474121094
-12.944945,141.637131,18/01/2025 12:02,0.22599998474121094,88.69999694824219,88,3.700000047683716,54.5
-12.944622,141.637451,18/01/2025 12:01,0.19699996948242188,90.09999847,88,3.700000047683716,68.19999694824219
-12.944305,141.637772,18/01/2025 12:00,0.033000030517578126,98.30000305175781,87,3.799999952316284,54.20000076293945
-12.944141,141.638,18/01/2025 12:00,0.014373732073370962,96.69999694824219,88,4.400000095367432,54.79999923706055
-12.943822,141.638306,18/01/2025 11:59,0.011270476345476187,97,88,3.799999952316284,52.400001525878906
-12.943497,141.638611,18/01/2025 11:58,0.014042065590144016,99,88,4.199999809265137,54.20000076293945
-12.943335,141.638855,18/01/2025 11:57,0.8630000019073486,56.79999923706055,88,0.5,95.40000153
-12.943232,141.638992,18/01/2025 11:56,0.8860000038146972,55.70000076293945,88,0.5,89.90000153
-12.94325,141.639145,18/01/2025 11:55,NaN,0,87,0,5.900000095367432
-12.943258,141.63913,18/01/2025 11:55,NaN,0,88,0,0
-12.943269,141.639114,18/01/2025 11:54,NaN,0,88,0,0
-12.94325,141.639191,18/01/2025 11:53,0.575999985,71.19999694824219,88,1.2000000476837158,79.09999847
-12.943195,141.639282,18/01/2025 11:50,NaN,0,87,0,0
-12.943202,141.639267,18/01/2025 11:44,NaN,0,87,0,0
-12.943192,141.639282,18/01/2025 11:43,NaN,0,87,0,0
-12.943193,141.639282,18/01/2025 11:42,NaN,0,87,0,0
-12.943187,141.639282,18/01/2025 11:41,NaN,0,174,0,0
-12.943189,141.639267,18/01/2025 11:40,NaN,0,87,0,0
-12.94319,141.639297,18/01/2025 11:40,NaN,0,87,0,0
-12.943192,141.639297,18/01/2025 11:36,NaN,0,261,0,0
-12.943196,141.639297,18/01/2025 11:35,NaN,0,174,0,0
-12.943187,141.639297,18/01/2025 11:34,NaN,0,261,0,0
-12.943193,141.639297,18/01/2025 11:32,NaN,0,87,0,0
-12.943195,141.639297,18/01/2025 11:29,NaN,0,87,0,0
-12.943196,141.639313,18/01/2025 11:27,NaN,0,87,0,0
-12.943225,141.639313,18/01/2025 11:25,NaN,0,87,0,0
-12.943207,141.639313,18/01/2025 11:23,NaN,0,174,0,0
-12.943205,141.639282,18/01/2025 11:20,NaN,0,174,0.10000000149011612,25
-12.943213,141.639313,18/01/2025 11:19,NaN,0,174,0.10000000149011612,0
-12.943198,141.639297,18/01/2025 11:15,NaN,0,174,0,0
-12.943207,141.639282,18/01/2025 11:14,NaN,0,87,0.10000000149011612,0
-12.9432,141.639297,18/01/2025 11:13,NaN,0,174,0.20000000298023224,0
-12.943212,141.639313,18/01/2025 11:12,NaN,0,174,0.10000000149011612,0
-12.943207,141.639297,18/01/2025 11:11,NaN,0,261,0,0
-12.9432,141.639313,18/01/2025 11:10,NaN,0,87,0.10000000149011612,0
-12.94321,141.639313,18/01/2025 11:10,NaN,0,174,0.10000000149011612,0
-12.943205,141.639297,18/01/2025 11:09,NaN,0,261,0.10000000149011612,5.400000095367432
-12.943202,141.639313,18/01/2025 11:08,NaN,0,261,0,0
-12.943212,141.639297,18/01/2025 11:06,NaN,0,87,0,0
-12.943209,141.639313,18/01/2025 11:05,NaN,0,261,0,0
-12.943185,141.639313,18/01/2025 11:03,NaN,0,87,0,0
-12.943196,141.639328,18/01/2025 11:01,NaN,0,87,0,0
-12.94319,141.639328,18/01/2025 11:00,NaN,0,87,0,0
-12.943192,141.639343,18/01/2025 11:00,NaN,0,87,0,0
-12.943185,141.639328,18/01/2025 10:59,NaN,0,87,0,0
-12.943169,141.639313,18/01/2025 10:57,NaN,0,87,0,0
-12.943182,141.639328,18/01/2025 10:56,NaN,0,87,0.10000000149011612,0
-12.943198,141.639328,18/01/2025 10:55,NaN,0,87,0.10000000149011612,0
-12.943189,141.639343,18/01/2025 10:55,NaN,0,87,0,0
-12.943189,141.639328,18/01/2025 10:51,NaN,0,261,0,0
-12.943193,141.639313,18/01/2025 10:50,NaN,0,435,0,0
-12.943189,141.639313,18/01/2025 10:48,NaN,0,261,0,0
-12.943187,141.639328,18/01/2025 10:47,NaN,0,174,0,0
-12.94318,141.639313,18/01/2025 10:45,NaN,0,87,0,0
-12.943176,141.639313,18/01/2025 10:44,NaN,0,87,0,0
-12.943183,141.639297,18/01/2025 10:42,NaN,0,174,0,0
-12.943198,141.639313,18/01/2025 10:41,NaN,0,174,0,0
-12.943187,141.639313,18/01/2025 10:40,NaN,0,348,0,0
-12.943182,141.639297,18/01/2025 10:39,NaN,0,87,0,0
-12.94317,141.639328,18/01/2025 10:38,NaN,0,87,0,0
-12.94319,141.639313,18/01/2025 10:37,NaN,0,174,0,0
-12.943189,141.639297,18/01/2025 10:36,NaN,0,261,0,0
-12.943175,141.639313,18/01/2025 10:35,NaN,0,87,0,0
-12.943176,141.639297,18/01/2025 10:34,NaN,0,87,0,0
-12.943178,141.639297,18/01/2025 10:33,NaN,0,174,0,0
-12.943178,141.639313,18/01/2025 10:30,NaN,0,87,0,0
-12.94318,141.639297,18/01/2025 10:27,NaN,0,87,0,0
-12.943175,141.639282,18/01/2025 10:25,NaN,0,87,0,0
-12.943173,141.639313,18/01/2025 10:20,NaN,0,174,0,0
-12.94317,141.639313,18/01/2025 10:19,NaN,0,261,0,0
-12.943158,141.639313,18/01/2025 10:14,NaN,0,261,0,0
-12.94316,141.639313,18/01/2025 10:00,NaN,0,87,0,0
-12.943162,141.639313,18/01/2025 9:59,NaN,0,174,0,0
-12.943149,141.639267,18/01/2025 9:52,NaN,0,87,0,0
-12.943135,141.639282,18/01/2025 9:47,NaN,0,87,0,0
-12.943142,141.639282,18/01/2025 9:47,NaN,0,87,0,0
-12.943136,141.639297,18/01/2025 9:45,NaN,0,87,0,0
-12.943147,141.639282,18/01/2025 9:37,NaN,0,87,0,0
-12.943138,141.639282,18/01/2025 9:36,NaN,0,174,0,0
-12.943151,141.639282,18/01/2025 9:31,NaN,0,174,0,0
-12.943142,141.639297,18/01/2025 9:23,NaN,0,522,0,0
-12.943156,141.639313,18/01/2025 9:22,NaN,0,174,0,0
-12.94315,141.639313,18/01/2025 9:21,NaN,0,87,0,0
-12.943149,141.639313,18/01/2025 9:18,NaN,0,174,0,0
-12.943147,141.639297,18/01/2025 9:17,NaN,0,174,0,0
-12.943145,141.639297,18/01/2025 9:16,NaN,0,174,0,0
-12.943145,141.639313,18/01/2025 9:13,NaN,0,261,0,0
-12.943149,141.639297,18/01/2025 9:11,NaN,0,174,0,0
-12.943143,141.639297,18/01/2025 9:10,NaN,0,348,0,0
-12.943153,141.639297,18/01/2025 9:06,NaN,0,261,0,0
-12.943138,141.639297,18/01/2025 9:05,NaN,0,261,0,0
-12.94315,141.639297,18/01/2025 9:02,NaN,0,522,0,0
-12.943155,141.639313,18/01/2025 8:58,NaN,0,174,0,0
-12.943143,141.639313,18/01/2025 8:57,NaN,0,348,0,0
-12.943142,141.639313,18/01/2025 8:57,NaN,0,87,0,0
-12.94314,141.639297,18/01/2025 8:56,NaN,0,174,0,0
-12.94314,141.639313,18/01/2025 8:54,NaN,0,87,0,0
-12.94317,141.639297,18/01/2025 8:52,NaN,0,174,0,0
-12.943153,141.639313,18/01/2025 8:51,NaN,0,174,0,0
-12.943156,141.639297,18/01/2025 8:49,NaN,0,261,0,0
-12.943151,141.639297,18/01/2025 8:44,NaN,0,435,0,0
-12.94316,141.639297,18/01/2025 8:36,NaN,0,174,0,0
-12.943155,141.639282,18/01/2025 8:33,NaN,0,261,0,0
-12.943149,141.639282,18/01/2025 8:26,NaN,0,348,0.10000000149011612,0
-12.94315,141.639282,18/01/2025 8:24,NaN,0,87,0,0
-12.943153,141.639282,18/01/2025 8:17,NaN,0,174,0,31.600000381469727
-12.943162,141.639297,18/01/2025 8:14,NaN,0,261,0,0
-12.943153,141.639267,18/01/2025 8:00,NaN,0,87,0,0
-12.94317,141.639282,18/01/2025 7:49,NaN,0,174,0,0
-12.943172,141.639297,18/01/2025 7:47,NaN,0,261,0,0
-12.943167,141.639297,18/01/2025 7:44,NaN,0,87,0,0
-12.94316,141.639282,18/01/2025 7:43,NaN,0,347,0,30
-12.943169,141.639297,18/01/2025 7:38,NaN,0,347,0,0
-12.94317,141.639252,18/01/2025 7:36,NaN,0,86,0,0
-12.943163,141.639267,18/01/2025 7:35,NaN,0,86,0,0
-12.94317,141.639267,18/01/2025 7:32,NaN,0,433,0,0
-12.943169,141.639267,18/01/2025 7:31,NaN,0,173,0,0
-12.943172,141.639267,18/01/2025 7:28,NaN,0,259,0,0
-12.943167,141.639267,18/01/2025 7:25,NaN,0,345,0,0
-12.943178,141.639282,18/01/2025 7:24,NaN,0,86,0,0
-12.943173,141.639267,18/01/2025 7:23,NaN,0,432,0,0
-12.943156,141.639267,18/01/2025 7:23,NaN,0,87,0,0
-12.943158,141.639282,18/01/2025 7:22,NaN,0,609,0,34.400001525878906
-12.94318,141.639267,18/01/2025 7:21,NaN,0,173,0,0
-12.943176,141.639282,18/01/2025 7:20,NaN,0,174,0,0
-12.943163,141.639282,18/01/2025 7:19,NaN,0,869,0,39.80000114440918
-12.943175,141.639267,18/01/2025 7:18,NaN,0,173,0,0
-12.943173,141.639282,18/01/2025 7:16,NaN,0,606,0,0
-12.943175,141.639297,18/01/2025 7:15,NaN,0,174,0,0
-12.943172,141.639282,18/01/2025 7:14,NaN,0,261,0,0
-12.943167,141.639282,18/01/2025 7:13,NaN,0,435,0,0
-12.943162,141.639282,18/01/2025 7:12,NaN,0,435,0,30.399999618530273
-12.943165,141.639297,18/01/2025 7:11,NaN,0,522,0,36.400001525878906
-12.943158,141.639297,18/01/2025 7:10,NaN,100,610,0.30000001192092896,42.70000076293945
-12.943165,141.639282,18/01/2025 7:09,NaN,0,606,0,63.099998474121094
-12.943182,141.639282,18/01/2025 7:08,NaN,0,86,0,0
-12.943163,141.639297,18/01/2025 7:08,NaN,0,175,0,73.89999771118164
-12.943155,141.639297,18/01/2025 7:07,NaN,0,609,0,4.699999809265137
-12.943169,141.639282,18/01/2025 7:06,NaN,0,523,0,0
-12.943203,141.639252,18/01/2025 6:56,NaN,0,97,0,85.80000305175781
-12.94322,141.639236,18/01/2025 6:54,NaN,0,97,0,82.69999694824219
-12.94324,141.639221,18/01/2025 6:52,NaN,0,96,0,84.80000305175781
-12.943243,141.639206,18/01/2025 6:51,NaN,0,94,0,84.19999694824219
-12.943254,141.639191,18/01/2025 6:49,NaN,0,96,0,0.699999988
-12.943275,141.639175,18/01/2025 6:47,NaN,0,94,0,80.5
-12.943686,141.63858,18/01/2025 6:04,0.014888299887840326,80,88,2,49.599998474121094
-12.944139,141.638107,18/01/2025 6:02,0.1657142857142857,80.19999694824219,87,1.7999999523162842,38.70000076293945
-12.944246,141.638,18/01/2025 6:02,0.028604118493748044,86.09999847,87,2.200000047683716,39
-12.944351,141.637909,18/01/2025 6:01,0.035714354775622854,85.19999694824219,87,2.200000047683716,38.29999923706055
-12.944447,141.637787,18/01/2025 6:01,0.034567938910590276,79.59999847,87,1.7999999523162842,34.70000076293945
-12.944538,141.63768,18/01/2025 6:01,0.036793633,74.69999694824219,87,1.7999999523162842,38.599998474121094
-12.944645,141.637573,18/01/2025 6:00,0.036093354635165095,92.5,87,2.200000047683716,39.5
-12.944757,141.637466,18/01/2025 6:00,0.038581903,94,87,2.200000047683716,37
-12.944872,141.637329,18/01/2025 5:59,0.053128691,82.40000153,87,2.700000047683716,42.79999923706055
-12.944997,141.637192,18/01/2025 5:59,0.11084333672580948,78.40000153,87,2.4000000953674316,38.599998474121094
-12.945133,141.637085,18/01/2025 5:59,0.010765568687869143,83.09999847,87,2.5,44.900001525878906
-12.945253,141.636948,18/01/2025 5:58,0.002747316,72.69999694824219,87,2.200000047683716,38.79999923706055
-12.945376,141.636826,18/01/2025 5:58,0.00839334,83,87,2.5,41.099998474121094
-12.945505,141.636703,18/01/2025 5:57,0.028446372327301687,90.09999847,87,2.4000000953674316,36.70000076293945
-12.945619,141.636673,18/01/2025 5:53,0.009000015,99.5,87,2.700000047683716,27.200000762939453
-12.94518,141.637192,18/01/2025 5:51,0.038588755,88.90000153,87,2.4000000953674316,21.899999618530273
-12.944767,141.637695,18/01/2025 5:50,0.071868582,93.90000153,87,2.200000047683716,24.299999237060547
-12.94434,141.638184,18/01/2025 5:48,0,100,89,3.5,50.20000076293945
-12.943974,141.638641,18/01/2025 5:46,0.6079999923706054,69.59999847,91,1.7999999523162842,78.90000153
-12.94366,141.638962,18/01/2025 5:45,0.046943182248830706,89.40000153,88,2.200000047683716,52.5
-12.943249,141.63945,18/01/2025 5:43,0.001037329,96.30000305175781,88,2.5,46.70000076293945
-12.942893,141.639847,18/01/2025 5:41,0.20800003051757812,89.59999847,89,3.700000047683716,79
-12.943312,141.639343,18/01/2025 5:40,0.092150152,83.80000305175781,89,2.5,79.80000305175781
-12.94361,141.639008,18/01/2025 5:38,0.15,92.5,89,2.700000047683716,69.59999847
-12.944038,141.638519,18/01/2025 5:36,0.072941141,81.90000153,88,2.4000000953674316,69.40000153
-12.944531,141.63797,18/01/2025 5:35,0.057012545,85.19999694824219,87,2.700000047683716,51.20000076293945
-12.944962,141.637466,18/01/2025 5:33,0.061505862821387224,91.40000153,87,2.200000047683716,32
-12.9453,141.63707,18/01/2025 5:31,0.08408072,85.40000153,87,2.4000000953674316,22.299999237060547
-12.945675,141.636642,18/01/2025 5:30,0.1296296180012273,90.90000153,87,2,32.5
-12.946085,141.636169,18/01/2025 5:28,0.10810807418568763,80.5,87,2,19.5
-12.946468,141.635727,18/01/2025 5:26,0.072216622,96.09999847,87,2.4000000953674316,37.5
-12.946979,141.635147,18/01/2025 5:25,0.020431276430634904,87.19999694824219,87,3.299999952316284,38
-12.947073,141.635162,18/01/2025 5:23,0.24699996948242187,87.59999847,87,3.299999952316284,37.70000076293945
-12.946533,141.635742,18/01/2025 5:21,0,97.80000305175781,87,3.0999999046325684,35.400001525878906
-12.946074,141.636292,18/01/2025 5:20,0.061310735,91.69999694824219,87,2.700000047683716,38.599998474121094
-12.945535,141.636932,18/01/2025 5:18,0.019148969,93.09999847,87,3.299999952316284,35.79999923706055
-12.944973,141.637589,18/01/2025 5:16,0.030133895024808732,88.19999694824219,87,2.9000000953674316,34.29999923706055
-12.944547,141.638077,18/01/2025 5:15,0.10900001525878907,94.5,88,2.5,48.20000076293945
-12.944078,141.638596,18/01/2025 5:13,0.37099998474121093,81.40000153,90,2.700000047683716,81.90000153
-12.943735,141.639008,18/01/2025 5:11,0.060133645237924103,87.09999847,89,2.4000000953674316,57.900001525878906
-12.943332,141.639496,18/01/2025 5:10,0.21624471877714652,84.5,87,2.5,52.29999923706055
-12.943252,141.639572,18/01/2025 5:08,0.020408163,97,89,3.0999999046325684,52.599998474121094
-12.943619,141.639145,18/01/2025 5:06,0.14483491217380784,87.09999847,89,2,93.5
-12.944063,141.638611,18/01/2025 5:05,0.1613958115038627,84.30000305175781,88,2.5,62.20000076293945
-12.944523,141.638077,18/01/2025 5:03,0.002288382,87.30000305175781,87,2.5,53.099998474121094
-12.944985,141.637558,18/01/2025 5:01,0.10743802890500065,91.59999847,87,2.4000000953674316,35.900001525878906
-12.945405,141.63707,18/01/2025 5:00,0.14473686852283343,91.59999847,87,2.200000047683716,18.100000381469727
-12.945838,141.636566,18/01/2025 4:58,0.10414448014107489,89.19999694824219,87,2.700000047683716,42.900001525878906
-12.946268,141.636078,18/01/2025 4:56,0.085946593,82.40000153,87,2.200000047683716,23.299999237060547
-12.946713,141.635544,18/01/2025 4:55,0.11961722706365316,78.59999847,87,2.5,35.900001525878906
-12.947433,141.635406,18/01/2025 4:53,0.036334901,62.099998474121094,87,3.0999999046325684,59.29999923706055
-12.948305,141.635529,18/01/2025 4:51,0.011221869460483825,79.69999694824219,87,4,36.900001525878906
-12.948916,141.635361,18/01/2025 4:50,0.16129032754253042,2.799999952316284,87,0.10000000149011612,13.699999809265137
-12.949785,141.634888,18/01/2025 4:48,0.082508249,87.09999847,87,4.400000095367432,50.099998474121094
-12.94999,141.632584,18/01/2025 4:36,NaN,0,47,0,6.5
-12.949986,141.632584,18/01/2025 4:35,NaN,0,95,0,12.599999904632568
-12.949995,141.632584,18/01/2025 4:35,NaN,0,42,0,7
-12.949985,141.632599,18/01/2025 4:34,NaN,0,39,0,8
-12.949993,141.632599,18/01/2025 4:33,NaN,0,35,0,8.800000190734863
-12.949978,141.632584,18/01/2025 4:32,NaN,0,31,0,10.899999618530273
-12.950067,141.632614,17/01/2025 14:27,NaN,0,87,0,0
-12.950065,141.632614,17/01/2025 14:25,NaN,0,87,0,0
-12.950091,141.632584,17/01/2025 13:48,0,100,87,0.5,32.599998474121094
-12.950038,141.632904,17/01/2025 13:47,0,100,87,2.200000047683716,62.79999923706055
-12.950073,141.633301,17/01/2025 13:45,0.078000031,96.09999847,88,2.5,65.59999847
-12.945878,141.637573,17/01/2025 13:34,0.055,97.19999694824219,88,4.599999904632568,51.29999923706055
-12.945128,141.638504,17/01/2025 13:32,0.071210578,94.80000305175781,88,5.099999904632568,55.70000076293945
-12.944543,141.639236,17/01/2025 13:30,0,100,88,4.199999809265137,69.19999694824219
-12.944054,141.639999,17/01/2025 13:29,0,100,87,3.299999952316284,65.69999694824219
-12.944027,141.640747,17/01/2025 13:27,0,100,87,5.099999904632568,29.299999237060547
-12.94373,141.6418,17/01/2025 13:25,0,100,87,3.700000047683716,44.900001525878906
-12.943762,141.641998,17/01/2025 13:24,NaN,0,83,0,0
-12.943758,141.641617,17/01/2025 13:16,0,100,88,4.800000190734863,34.5
-12.944015,141.640823,17/01/2025 13:15,0,100,87,3.5,23.299999237060547
-12.944061,141.64006,17/01/2025 13:13,0,100,88,2.700000047683716,46.79999923706055
-12.944188,141.639664,17/01/2025 13:11,0.11400001525878906,94.30000305175781,89,4.800000190734863,61.70000076293945
-12.94494,141.638702,17/01/2025 13:10,0.020169787240315082,93.19999694824219,88,4.400000095367432,57.20000076293945
-12.94571,141.637772,17/01/2025 13:08,0.10699996948242188,94.59999847,88,4.400000095367432,47.5
-12.946466,141.636856,17/01/2025 13:06,0.11599998474121094,94.19999694824219,88,5,53.5
-12.947238,141.635941,17/01/2025 13:05,0.052083332413508585,84.09999847,87,4.199999809265137,49.79999923706055
-12.947233,141.635254,17/01/2025 13:03,NaN,0,87,0,0
-12.947237,141.635254,17/01/2025 13:01,NaN,0,88,0,0
-12.947006,141.635513,17/01/2025 13:00,0.013641164849194976,94.59999847,87,4.199999809265137,40.20000076293945
-12.946346,141.636276,17/01/2025 12:58,0.021999969482421874,98.90000153,88,4,47.599998474121094
-12.945693,141.637039,17/01/2025 12:56,0.015608741142737241,95.30000305175781,87,3.700000047683716,37.79999923706055
-12.945231,141.637604,17/01/2025 12:55,0.051999969,97.40000153,87,3.0999999046325684,34.20000076293945
-12.944607,141.638336,17/01/2025 12:53,0.041999969,97.90000153,87,4.199999809265137,48
-12.943963,141.639099,17/01/2025 12:51,0.014042065590144016,99,88,4,53.20000076293945
-12.943542,141.639572,17/01/2025 12:50,NaN,0,87,0,3.0999999046325684
