UTC adjusted datetime Column,GPS_Latitude,GPS_Longitude,Predicted Mud Condition
17/01/2025 8:21,-12.945465,141.639099,1.7257037903828476
17/01/2025 8:20,-12.945481,141.63887,1.0902796298177417
17/01/2025 8:20,-12.94549,141.638596,0.85368340295581
17/01/2025 8:19,-12.94551,141.638351,-0.3307698639040324
17/01/2025 8:19,-12.945514,141.638153,0.09652844115755266
17/01/2025 8:18,-12.945613,141.637955,0.40799601645130856
17/01/2025 8:18,-12.945642,141.638016,-0.926141844376069
17/01/2025 8:17,-12.945623,141.638214,-0.47403267135529115
17/01/2025 8:17,-12.945621,141.638397,-0.6819399775237405
17/01/2025 8:17,-12.945612,141.638565,-0.6823773927163685
17/01/2025 8:16,-12.945603,141.638748,0.23530698794355542
17/01/2025 8:16,-12.945593,141.638901,0.3440617562012145
17/01/2025 8:15,-12.945575,141.639084,0.7241856812757601
17/01/2025 8:15,-12.945572,141.639282,0.7056784571973655
17/01/2025 8:15,-12.945559,141.639465,1.3102092791972328
17/01/2025 8:14,-12.94554,141.639679,-0.11119043658432837
17/01/2025 8:14,-12.945521,141.639877,0.1571325743743781
17/01/2025 8:13,-12.945508,141.640076,0.013428328712134618
17/01/2025 8:13,-12.945485,141.640305,1.8318802711887012
17/01/2025 8:12,-12.945481,141.640488,1.6171409738242748
17/01/2025 8:12,-12.945478,141.640549,0.13454699018424443
17/01/2025 8:12,-12.945468,141.640656,0.9509169818758476
17/01/2025 8:11,-12.945448,141.640732,1.151252385029824
17/01/2025 8:10,-12.94546,141.640671,3.3225888167534867
17/01/2025 8:10,-12.945468,141.640488,2.3126524591593687
17/01/2025 8:10,-12.945472,141.640335,3.157962963835808
17/01/2025 8:09,-12.945494,141.640121,0.6312308225820242
17/01/2025 8:09,-12.945518,141.639923,-0.23188501922811255
17/01/2025 8:08,-12.945535,141.639725,1.3482828797197612
17/01/2025 8:08,-12.945553,141.639618,-1.7528244329941636
17/01/2025 8:07,-12.945573,141.639374,1.4134256363418718
17/01/2025 8:07,-12.945573,141.639175,1.5103234792907934
17/01/2025 8:07,-12.945597,141.639008,1.1163315792710828
17/01/2025 8:06,-12.94559,141.638718,2.2499387885802555
17/01/2025 8:06,-12.945597,141.638443,0.11160248166056741
